ID|Committee Name|Statement Due|Due Date|Date Filed|Amount|Status|Reduced|Order Signed|Date Paid|Candidate Last Name|Candidate First Name|Interest Paid
2022|NE Dental PAC|post primary b-4|2006-06-19|2006-06-21|50.00|PAID|||2006-07-11|||
2024|Truckers PAC|06 Post Primary Campaign Statement|2006-06-19|2006-06-26|175.00|PAID|||2006-08-08|||
2025|Scott Walters for Cass County Sheriff|06 1st Primary Campaign Statement|2006-04-10|2006-06-20|750.00|REDUCED|0.00|2006-06-29||Walters|Scott|
2026|Scott Walters for Cass County Sheriff|06 2nd Primary Campaign Statement|2006-05-01|2006-06-20|750.00|REDUCED|0.00|2006-06-29||Walters|Scott|
2027|Committee to Re-Elect Jerry Ryan|06 2nd Primary Campaign Statement|2006-05-01|2006-06-07|750.00|REDUCED|0.00|2006-06-30||Ryan|Jerry|
2028|Tom Carlson for Legislature|B-1 Post Primary|2006-06-19|2006-06-29|250.00|REDUCED|0.00|||Carlson|Tom|
2029|Swanson for Legislature|B-1 Post Primary|2006-06-19|2006-06-26|175.00|REDUCED|0.00|2006-07-10||Swanson|Robert|
2066|NE State Nurses Association|1st General Campaign Statement|2006-10-10|2006-10-16|150.00|REDUCED|0.00|2006-10-23||||
2031|Waterclaim PEC|Post Primary B-4|2006-06-19|2006-06-22|75.00|RED/PAID|25.00|2006-11-28|2006-11-28|||
2032|N.P. "Sandy" Dodge for OPPD|Statement of Exemption|2006-04-10|2006-07-05|750.00|REDUCED|0.00|2006-07-13||Dodge|N.P. "Sandy"|
2033|David Hahn for Governor|Report of Late Contribution|2006-05-03|2006-06-19|3000.00|REDUCED|0.00|2006-08-03||Hahn|David|
2034|Arnold Stuthman Campaign Fund|Report of Late Contribution|2006-05-05|2006-06-20|3000.00|REDUCED|0.00|2006-08-03||Stuthman|Arnold|
2035|IMES FOR EDUCATION|POST PRIMARY B-1 7330142|2006-06-19|2006-07-03|350.00|REDUCED|0.00|2006-07-25||IMES|KANDI|
2036|POORE FOR LEGISLATURE|Report of Late Contribution|2006-05-07|2006-06-19|3000.00|REDUCED|0.00|2006-09-21||POORE|RICK|
2037|Hafer for Legislature|Report of Late Contribution|2006-05-01|2006-06-21|3000.00|REDUCED|0.00|2006-08-07||Hafer|Jana|
2047|Citizens for Lexington Schools|Report of Late Contribution|2006-05-08|2006-06-16|3000.00|REDUCED|0.00|2006-09-05||||
2048|Hartfield for Legislature|Statement of Organization|2006-08-07|2006-08-08|25.00|REDUCED|0.00|2006-09-06||Hartfield|Ian|
2049|Renae Rowe for Treasurer Committee|2nd Primary Campaign Statement|2006-05-01|2006-05-03|50.00|REDUCED|0.00|2006-08-30||Rowe|Renae|
2050|Wood for Treasurer|2nd Primary Campaign Statement|2006-05-01|2006-05-12|275.00|REDUCED|0.00|2006-08-31||Wood|Sharon|
2051|Roethemeyer for County Commissioner|2nd Primary Report|2006-05-01|2006-06-19|750.00|REDUCED|0.00|2006-09-12||Roethemeyer|Willis|
2052|Committee to Elect Stu Dornan|Report of Late Contribution|2006-05-03|2006-06-20|3000.00|REDUCED|0.00|2006-08-31||Dornan|Stuart|
2053|Hartfield for Legislature|CFLA-1|2006-08-07|2006-08-21|350.00|REDUCED|0.00|2006-09-06||Hartfield|Ian|
2056|Raines for Airport Authority|05 Annual Campaign Statement|2006-01-31|2006-03-22|750.00|REDUCED|0.00|2006-12-11||Raines|Edward|
2057|DeCamp for Legislature|Report of Late Contribution|2006-04-30|2006-06-16|3000.00|PAID|||2007-03-06|DeCamp|John|
2058|Committee to Elect Dan McGovern|1st Primary Campaign Statement|2006-04-10|2006-04-12|50.00|REDUCED|0.00|2007-04-03||McGovern|Dan|
2059|Committee to Elect Dan McGovern|Post Primary Campaign Statement|2006-06-19|2006-07-14|625.00|REDUCED|0.00|2007-04-03||McGovern|Dan|
2060|Committee to Elect Dan McGovern|Report of Late Contribution|2006-05-04|2006-07-13|3000.00|REDUCED|0.00|2007-04-03||McGovern|Dan|
2061|Committee to Elect Dan McGovern|Report of Late Contribution|2006-05-07|2006-07-14|3000.00|REDUCED|0.00|2007-04-03||McGovern|Dan|
2062|Crystal Rhodes for Metro Board of Governors|Statement of Organization|2006-10-16|2006-10-17|25.00|REDUCED|0.00|2006-11-09||Rhodes|Crystal|
2063|NE Equipment Dealers PAC|Post Primary Campaign Statement|2006-06-19|2006-06-26|175.00|RED/PAID|25.00|2006-09-21|2006-09-20|||
2064|Mary Kay Begley for MUD|Statement of Organization|2006-10-16|2006-10-24|200.00|REDUCED|0.00|2006-11-09||Begley|Mary Kay|
2065|Lacey for County Attornye|1st General Campaign Statement|2006-10-10|2006-10-17|175.00|REDUCED|0.00|2006-11-09||Lacey|Gary|
2067|Prokop Committee|Statement of Organization|2006-05-08|2006-05-31|575.00|PAID|||2010-09-28|Prokop|Robert|
2068|Prokop Committee|Report of Late Contribution|2006-05-08|2006-06-20|1195.93|PAID|||2010-12-14|Prokop|Robert|
1861|Citizens for Millard Public Schools|Report of Late Contribution|2005-02-10|2005-03-29|3000.00|REDUCED|0.00|2005-04-25||||
1924|Citizens for Gernandt|Report of Late Contribution|2005-05-02|2005-05-17|1500.00|RED/PAID|25.00|2005-08-01|2005-08-01|Gernandt|Gary|
1890|Alegent Health|Report of Earmarked Contribution|2005-05-06|2005-05-12|150.00|RED/PAID|25.00|2005-06-01|2005-06-01|||
1894|Koller for City Council|05 2nd Primary Campaign Statement|2005-03-28|2005-03-31|75.00|REDUCED|0.00|2005-06-01||Koller|Mark|
1939|Svoboda for City Council|05 Post General Election Campaign Statement|2005-06-13|2005-07-13|750.00|PAID|||2005-09-06|Svoboda|Ken|
1940|Dan Welch for City Council|Report of Late Contribution|2005-05-03|2005-06-21|3000.00|REDUCED|0.00|2005-08-18||||
1956|Jensen, Michael|Report of Earmarked Contribution|2004-04-26|2005-10-20|750.00|REDUCED|0.00|2005-12-12||||
1957|Jensen, Michael|Report of Earmarked Contribution|2004-10-04|2005-10-20|750.00|REDUCED|0.00|2006-01-27||||
2023|Sarpy County Republican Party|2nd Primary Campaign Statement|2006-05-01|2006-06-13|750.00|PAID|||2006-09-11|||
2086|Gustafson for Gage County Sheriff|2nd General Campaign Statement|2006-10-30|2006-11-02|75.00|REDUCED|0.00|2006-12-20||Gustafson|Millard|
2082|Mary Ann Borgeson for Douglas County Board|2nd General Election Campaign Statement|2006-10-30|2006-11-06|175.00|PAID|||2006-12-12|Borgeson|Mary Ann|
2085|Gustafson for Gage County Sheriff|1st General Campaign Statement|2006-10-10|2006-11-02|575.00|REDUCED|0.00|2006-12-20||Gustafson|Millard|
2091|Kevin Stukenholtz for Sheriff|2nd General Campaign Statement|2006-10-30|2006-11-06|175.00|REDUCED|0.00|2007-01-05||Stukenholtz|Kevin|
2097|Don Blank for Regent|Report of Late Contribution|2004-05-06|2004-06-17|3000.00|PAID|||2006-12-13|Blank|Don|
2098|Committee to Elect Ben Matchett|06 1st General Campaign Statement|2006-10-10|2006-10-31|525.00|REDUCED|0.00|2006-11-30||Matchett|Ben|
2099|Committee to Elect Ben Matchett|06 2nd General Campaign Statement|2006-10-30|2006-10-31|25.00|REDUCED|0.00|2006-11-30||Matchett|Ben|
2100|Wagner for Sheriff|06 1st General Campaign Statement|2006-10-10|2006-10-25|375.00|RED/PAID|25.00|2006-12-15|2006-12-15|Wagner|Terry|
2103|NE Petroleum Marketers PAC|2nd General Statement B-4|2006-10-30|2006-11-02|75.00|PAID|||2007-01-12|||
2104|Mines for Legislature|2nd General B-1|2006-10-30|2006-11-08|225.00|PAID|||2007-01-04|Mines|Michael|
2105|Committee to Elect Gary A. Barnard|06 2nd General Campaign Statement|2006-10-30|2006-11-16|425.00|REDUCED|0.00|2007-01-05||Barnard|Gary|
2106|James Brown for Metro Community College|Report of Late Contribution|2006-11-02|2006-11-20|1800.00|REDUCED|0.00|2007-01-08||Brown|James |
2108|Nebraskans for Amendment 2|06 2nd General Campaign Statement|2006-10-30|2006-12-06|750.00|REDUCED|0.00|2007-03-21||||
2109|Mel Christensen for Sheriff|Statement of Organization|2006-10-02|2006-10-27|750.00|REDUCED|0.00|2007-02-07||Christensen|Mel|
2111|Gustafson for Gage County Sheriff|06 Post General Campaign Statement|2007-01-16|2007-01-29|325.00|REDUCED|0.00|2007-03-07||Gustafson|Millard|
2112|Home PAC|06 Post General Campaign Statement|2007-01-16|2007-01-18|50.00|REDUCED|0.00|2007-01-25||||
2113|Committee to Elect Joni Jones Sarpy County Commissioner|06 Post General Campaign Statement|2007-01-16|2007-01-19|75.00|REDUCED|0.00|2007-01-25||Jones|Joni|
2114|Local Union 1140 Pac Fund|06 2nd Primary Campaign Statement|2006-05-01|2006-10-24|750.00|REDUCED|0.00|2007-01-25||||
2116|Local Union 1140 PAC Fund|06 1st General Campaign Statement|2006-10-10|2006-10-24|350.00|REDUCED|0.00|2007-01-25||||
2117|Martinez for School Board|06 Post General Campaign Statement|2007-01-16|2007-01-19|75.00|PAID|||2007-02-07|Martinez|Mark|
2118|Southwest NE Economic Security Committee|06 1st General Campaign Statement|2006-10-10|2006-10-19|225.00|PAID|||2007-02-20|||
2119|Southwest NE Economic Security Committee|06 2nd General Campaign Statement|2006-10-30|2006-11-06|175.00|PAID|||2007-02-20|||
2121|Julie Haney for County Treasurer|Post General Campaign Statement|2007-01-16|2007-01-19|75.00|PAID|0.00||2007-03-01|Haney|Julie|
2122|Chuck Hassebrook for Regent|Post General Campaign Statement|2007-01-16|2007-01-22|150.00|REDUCED|0.00|2007-02-16||Hassebrook|Chuck|
2123|Local Union 1140 PAC Fund (LUPAC)|Post General Campaign Statement|2007-01-16|2007-02-01|400.00|RED/PAID|25.00|2007-07-19|2007-07-19|||
2124|Nebraskans for Nabity|Report of Late Contribution|2006-04-30|2006-05-03|300.00|REDUCED|0.00|2007-02-01||Nabity|David|
2125|Nebraskans for Nabity|Report of Late Contribution|2006-04-30|2006-05-03|300.00|REDUCED|0.00|2007-02-01||Nabity|David|
2126|Nebraskans for Nabity|Report of Late Contribution|2006-04-30|2006-06-19|3000.00|REDUCED|0.00|2007-02-01||Nabity|David|
2127|Nebraskans for Nabity|Report of Late Contribution|2006-04-30|2006-06-19|3000.00|REDUCED|0.00|2007-02-01||Nabity|David|
2128|Nebraskans for Nabity|Report of Late Contribution|2006-04-27|2006-06-19|3000.00|REDUCED|0.00|2007-02-01||Nabity|David|
2129|NE State Education Association PAC|Post General Campaign Statement|2007-01-16|2007-01-22|150.00|PAID|||2007-02-15|||
2130|Ritnour for Gage County Attorney|Post General Campaign Statement|2007-01-16|2007-01-23|175.00|REDUCED|0.00|2007-02-12||Ritnour|Randall|
2131|Dakota County Republican Party|06 Post General Campaign Statement|2007-01-16|2007-01-24|200.00|REDUCED|0.00|2007-02-12||||
2132|Ironworkers Lcoal Union #21 - Legislative Fund|06 Post General Campaign Statement|2007-01-16|2007-02-06|525.00|PAID|||2007-02-20|||
2133|Kowal for Douglas County Assessor|06 Post General Campaign Statement|2007-01-16|2007-01-22|150.00|REDUCED|0.00|2007-03-07||Kowal|Dena|
2134|NE Chamber of Commerce & Industry PAC|06 Post General Campaign Statement|2007-01-16|2007-01-17|25.00|PAID|||2007-01-17|||
2136|NE Democratic Party|Report of Late Contribution|2006-11-03|2007-01-16|6250.00|PAID|||2007-08-24|||
2137|NE State Home Builders Association PAC|06 Post General Campaign Statement|2007-01-16|2007-01-22|150.00|PAID|||2007-02-16|||
2138|Dick Pierce for Legislature|06 Post General Campaign Statement|2007-01-16|2007-01-19|75.00|PAID|||2007-03-30|Pierce|Dick|
2139|Professional Insurance Agents of NE PAC|06 Post General Campaign Statement|2007-01-16|2007-01-22|150.00|PAID|||2007-02-23|||
2140|State Troopers PAC|06 2nd General Campaign Statement|2006-10-30|2006-11-01|50.00|PAID|||2007-02-26|||
2141|James Murphy|Report of Earmarked Contribution|2006-10-27|2007-02-07|750.00|REDUCED|0.00|2007-02-21||||
2142|Brown for Legislature|Post General Campaign Statement|2007-01-16|2007-01-18|50.00|PAID|||2007-02-21|Brown|Carol|
2143|Committee to Elect Lloyd J. Dowding Sarpy Cty Register of Deeds|06 Post General Campaign Statement|2007-01-16|2007-01-30|350.00|REDUCED|0.00|2007-02-21||Dowding|LLoyd|
2144|Mark Doyle for MUD|06 Annual Campaign Statement|2007-01-31|2007-02-02|50.00|REDUCED|0.00|2007-03-08||Doyle|Mark|
2145|NE Cattlemen PAC|06 Post General Campaign Statement|2007-01-16|2007-01-18|50.00|REDUCED|0.00|2007-02-14||||
2146|NE Dental Hygienists PAC|06 1st General Campaign Statement|2006-10-10|2006-10-30|500.00|REDUCED|0.00|2007-02-16||||
2147|Nebraskans Against 423|06 Post General Campaign Statement|2007-01-16|2007-01-22|150.00|PAID|||2007-02-26|||
2148|Nebraskans for Responsible Government|Report of Late Independent Expenditure|2006-11-06|2006-11-13|700.00|REDUCED|0.00|2007-06-08||||
2149|Nebraskans for Responsible Government|Report of Independent Expenditure|2006-11-06|2006-11-13|760.06|REDUCED|0.00|2007-06-08||||
2150|Nebraskans for Responsible Government|Report of Late Independent Expenditure|2006-11-06|2006-11-13|792.18|REDUCED|0.00|2007-06-08||||
1895|Koller for City Council|05 2nd General Campaign Statement|2005-04-25|2005-05-05|250.00|REDUCED||2005-06-01||Koller|Mark|
1913|University of NE Medical Center|Report of Earmarked Contribution|2005-05-20|2005-06-02|325.00|RED/PAID|0.00|2005-08-19||||
1941|Anne Boyle for City Council|Report of Late Contribution|2005-03-25|2005-05-03|3000.00|REDUCED|0.00|2005-08-05||Boyle|Anne|
1960|Kovarik for Legislature|04 Annual Campaign Statement|2005-01-31|2005-11-16|750.00|REDUCED|0.00|2005-12-22||Kovarik|James|
1961|Nebraskans for Local Schools|September Monthly Campaign Statement|2005-09-30|2005-10-05|125.00|PAID|||2006-01-23|||
1963|Nebraskans for Local Schools|November Monthly Campaign Statement|2005-11-30|2005-12-02|50.00|REDUCED|0.00|2005-12-08||||
1978|Jon Carlson for City Council|05 Annual Campaign Statement|2006-01-31|2006-02-06|150.00|REDUCED|0.00|2006-03-22||Carlson|Jon|
1979|Tom Cavanaugh for County Clerk Committee|05 Annual Campaign Statement|2006-01-31|2006-03-07|750.00|RED/PAID|25.00|2006-05-10|2006-05-08|Cavanaugh|Tom|
1981|Fred Hlava for the 49th|05 Annual Campaign Statement|2006-01-31|2006-02-21|525.00|REDUCED|0.00|2006-03-15||Hlava|Fred|
1982|McFarland for Governor|05 Annual Campaign Statement|2006-01-31|2006-02-21|525.00|REDUCED|0.00|2006-05-01||McFarland|James|
1983|Elect Bill McMullen County Supervisor|05 Annual Campaign Statement|2006-01-31|2006-02-22|550.00|RED/PAID|25.00|2006-06-14|2006-06-14|McMullen|Bill|
1984|Schroeder for Board of Regents|05 Annual Campaign Statement|2006-01-31|2006-03-15|750.00|PAID|||2008-06-26|Schroeder|Kent|
1986|The Watson Committee|05 Annual Campaign Statement|2006-01-31|2006-02-22|550.00|REDUCED|0.00|2006-03-20||||
1987|Adult & Pediatric Urology, PC|Report of Earmarked Contribution|2005-12-08|2006-03-01|750.00|REDUCED|0.00|2006-03-15||||
2070|Tim Gay for Legislature|2nd General Campaign Statement|2006-10-30|2006-11-03|100.00|PAID|||2006-11-14|Gay|Tim|
2071|Neb Farm PAC|1st General Campaign Statement|2006-10-10|2006-10-16|150.00|REDUCED|0.00|2006-11-07||||
1990|Morrill County Republican Party|05 Annual Campaign Statement|2006-01-31|2006-03-30|750.00|REDUCED|0.00|2007-01-05||||
1991|Dick Pierce for Legislature|Statement of Organization|2006-04-24|2006-04-25|25.00|REDUCED|0.00|2006-05-15||Pierce|Dick|
1992|WaterClaim PEC|Statement of Organization|2006-04-17|2006-04-25|200.00|REDUCED|0.00|2006-06-09||||
1993|NE Land Title Association PAC|06 1st Primary Campaign Statement|2006-04-10|2006-04-12|50.00|REDUCED|0.00|2006-05-04|1900-01-01|||
2072|Jay C. Stoddard|CFLA-1|2006-09-11|2006-10-27|750.00|RED/PAID|25.00|2006-11-13|2006-11-13|Stoddard|Jay|
2073|Jay C. Stoddard for Secretary of State|Statement of Organization|2006-09-10|2006-10-27|750.00|REDUCED|0.00|2006-11-07||Stoddard|Jay|
2074|Stothert for Legislature|1st General Campaign Statement|2006-10-10|2006-10-11|25.00|REDUCED|0.00|2006-11-07||Stothert|Jean|
2075|Swanson for Legislature|2nd General Campaign Statement|2006-10-30|2006-11-01|50.00|PAID|||2006-12-27|Swanson|Robert|
2076|Truckers PAC|1st General Campaign Statement|2006-10-10|2006-10-27|425.00|PAID|||2006-12-08|||
2077|Nantkes for Legislature|1st General Campaign Statement|2006-10-10|2006-10-18|200.00|PAID|||2007-02-20|Nantkes|Danielle|
2181|Evans for Education|07 2nd Primary Campaign Statement|2007-03-26|2007-03-27|25.00|PAID|||2007-07-19|Evans|Doug|
2102|Nebraska Equipment Dealers PAC|2006 2nd General Statement|2006-10-30|2006-11-02|75.00|PAID|||2006-12-21|||
2107|Gary Kiel for Metro Community College|06 1st General Campaign Statement|2006-10-10|2006-10-12|50.00|PAID|||2007-05-01|Kiel|Gary|
2110|Mel Christensen for Sheriff|06 1st General Campaign Statement|2006-10-10|2006-10-30|500.00|REDUCED|0.00|2007-02-07||Christensen|Mel|
2115|Local Union 1140 PAC Fund|06 Post Primary Campaign Statement|2006-06-19|2006-10-24|750.00|REDUCED|0.00|2007-01-25||||
2120|Jeff Wallin for URNRD|06 Post General Campaign Statement|2007-01-16|2006-01-17|25.00|PAID|||2007-02-08|Wallin|Jeff|
2151|Nebraskans for Responsible Government|Report of Late Independent Expenditure|2006-11-06|2006-11-13|865.69|REDUCED|0.00|2007-06-08||||
2152|Nebraskans for Responsible Government|Report of Late Independent Expenditure|2006-11-06|2006-11-13|849.20|REDUCED|0.00|2007-06-08||||
2153|New Direction Project|Report of Late Independent Expenditure|2006-11-02|2007-02-07|3000.00|PAID|||2007-08-06|||
2154|New Direction Project|06 Post General Campaign Statement|2007-01-16|2007-02-07|550.00|PAID|||2007-02-28|||
2164|Citizens for Better Douglas County Government|Report of Late Independent Expenditure|2006-11-08|2007-01-16|3000.00|REDUCED|0.00|2007-04-03||||
2165|Jim Cudaback for Legislature|06 Annual Campaign Statement|2007-01-31|2007-02-20|500.00|REDUCED|0.00|2007-04-03||Cudaback|Jim|
2166|N.P.  "Sandy" Dodge for OPPD|06 Post General Campaign Statement|2007-01-16|2007-02-20|750.00|RED/PAID|25.00|2007-03-21|2007-03-27|Dodge|N.P.|
2167|Citizens for Helen Griffin|Statement of Exemption|2007-01-31|2007-02-27|675.00|REDUCED|0.00|2007-05-14||Griffin|Helen|
2168|Jacobsen for Education|Report of Late Contribution|2006-11-08|2007-01-16|3000.00|REDUCED|0.00|2007-03-05||Jacobsen|Alan|
2169|Lowell Johnson for PSC|06 Annual Campaign Statement|2007-01-31|2007-02-09|225.00|REDUCED|0.00|2007-03-05||Johnson|Lowell|
2170|Medcalf for County Clerk|06 Annual Campaign Statement|2007-01-31|2007-02-16|400.00|REDUCED|0.00|2007-03-06||Medcalf|Bruce|
2171|Friends for Pam Tusa|06 Post General Campaign Statement|2007-01-16|2007-01-18|50.00|PAID|||2007-03-14|Tusa|Pam|
2172|Nantkes for Legislature|06 Post General Campaign Statement|2007-01-16|2007-03-01|750.00|PAID|||2007-07-18|Nantkes|Danielle|
2173|Metro Omaha Builders Association PAC|06 2nd General Campaign Statement|2006-10-30|2006-11-30|750.00|PAID|||2007-07-25|||
2182|Committee to Elect Steve Guittar|06 Post General Campaign Statement|2007-01-16|2007-02-05|500.00|REDUCED|0.00|2007-03-21||Guittar|Steve|
2187|NAPE AFSCME People|07 1st Primary Campaign Statement|2007-03-05|2007-03-09|100.00|REDUCED|0.00|2007-04-03||||
2188|NE Young Democrats|06 Annual Campaign Statement|2007-01-31|2007-02-12|300.00|RED/PAID|25.00|2007-03-21|2007-03-21|||
2189|Elect Bill McMullen County Supervisor|06 Annual Campaign Statement|2007-01-31|2007-03-07|750.00|REDUCED|0.00|2007-03-21||McMullen|Bill|
2190|Committee to Elect Jerry Ryan Legislative District #45|06 Annual Campaign Statement|2007-01-31|2007-03-20|750.00|REDUCED|0.00|2007-03-21||Ryan|Jerry|
2191|Sivick for City Council|06 Annual Campaign Statement|2007-01-31|2007-02-27|675.00|RED/PAID|25.00|2007-04-11|2007-04-11|Sivick|Bob|
2192|Christine Baccari, PC|Report of Earmarked Contribution|2006-09-05|2006-09-21|400.00|RED/PAID|25.00|2007-04-03|2007-04-03|||
2193|Scudder Law Firm|Report of Earmarked Contribution|2006-10-23|2007-02-26|750.00|REDUCED|0.00|2007-03-16||||
2194|Scudder Law Firm|Report of Earmarked Contribution|2006-11-10|2007-02-26|750.00|REDUCED|0.00|2007-03-16||||
2195|Scudder Law Firm|Report of Earmarked Contribution|2006-11-20|2007-02-26|750.00|REDUCED|0.00|2007-03-16||||
2196|Burt County Democrats|06 1st General Campaign Statement|2006-10-09|2007-03-05|750.00|REDUCED|0.00|2007-04-03||||
2197|Citizens for a Better Douglas County Government|Report of Late Independent Expenditure|2006-11-08|2007-01-16|3000.00|REDUCED|0.00|2007-04-03||||
2198|Dawson County Republican Party|06 1st General Campaign Statement|2006-10-09|2007-01-04|750.00|REDUCED|0.00|2007-05-09||||
1513|Mayhew for School Board|02 Annual Campaign Statement|2003-01-31|2003-06-24|$750.00|REDUCED|$0.00|2004-06-04||Mayhew|Donald|$0.00
1514|Friends of Higgins|Report of Independent Expenditure|2003-11-04|2003-01-31|$3000.00|REDUCED|$0.00|2003-08-04||||$0.00
1869|Committee for Funding Our Future|Statement of Organization|2005-04-25|2005-04-28|75.00|PAID|||2005-05-10|||
1891|Bettger for Council|05 Post Primary Campaign Statement|2005-05-16|2005-05-20|100.00|REDUCED|0.00|2005-06-17||||
1896|Koller for City Council|Report of Late Contribution|2005-05-02|2005-05-09|700.00|REDUCED||2005-06-01||Koller|Mark|
1897|Mines for Legislature|04 Annual Campaign Statement|2005-01-31|2005-02-07|175.00|PAID|||2005-10-19|Mines|Michael|
