Committee ID Number|Committee Name|Committee Address|Committee City|Committee State|Committee Zip|Committee Type|Date Received|Postmark Date|Nature Of Filing|Ballot Question|Oppose Ballot Question|Ballot Type|Date over Theshold|Acronym|Separate Seg Political Fund ID|Separate Segregated Political Fund Name|SSPF Address|SSPF City|SSPF State|SSPF Zip|SSPF Type|Date Dissolved|Date of Next Election|Election Type|Won General|Won Primary
99CAC00659|MAXWELL FOR COUNTY BOARD|3835 CALIFORNIA STREET|OMAHA|NE|68131|C|2004-02-20|2004-02-20|I||0|I|2000-03-20|||||||||2009-01-12|2008-11-04|P|1|1
99CAC00438|MAXWELL FOR LEGISLATURE (NOW DOUGLAS COUNTY BOARD)|3835 CALIFORNIA ST.|OMAHA|NE|68131|C|2000-03-24|2000-03-23|I||0|I|2000-03-20||99IRC00084||||||R|2004-02-20|2002-05-04|P|0|0
12CAC01643|MAYHEW FOR LEGISLATURE |5041 S. 30TH|LINCOLN |NE|68516|C|9999-12-31||||||9999-12-31|||||||||2013-01-31|2012-05-11|P||
99CAC00560|MAYHEW FOR SCHOOL BOARD|5041 S. 30TH|LINCOLN |NE|68516|C|2001-04-30|2001-04-26|I||0|I|2001-04-19|||||||||1900-01-01|2013-04-09|P||
08CAC01102|MAYOR SKIP EDWARDS COMMITTEE|2195 N. BORAD STREET|FREMONT |NE|68025|C|2008-03-19|2008-03-19|I||||2008-03-03|||||||||2011-01-26|2008-05-13|P||
10BQC00272|MAYOR SUTTLE RECALL COMMITTEE (DISSOLVED 2011)|12111 ANNE STREET|OMAHA|NE|68137|B|2010-08-25|2010-08-25|I|Recall of Omaha Mayor Jim Suttle|0|R|2010-08-17|||||||||2011-02-14|2011-01-25|||
08CAC01237|MAYORSUTTLE.COM (FKA JIM SUTTLE FOR OMAHA MAYOR)(D|6054 COUNTRY CLUB OAKS PLACE|OMAHA|NE|68152|C|2008-11-24|2008-11-21|I||||2008-11-15|||||||||2013-11-14|2013-04-02|P||
99CAC00060|MCCALLISTER FOR DOUGLAS COUNTY BOARD (DISSOLVED)|1905 HARNEY STREET, #800|OMAHA|NE|68118|C|1998-05-19|1998-05-19|I||0|I|1998-05-19|||||||||2008-01-31|2006-11-07|G|1|1
10CAC01417|MCCARTNEY FOR COMMISSIONER (DISSOLVED)|2825 LAKESIDE DR.|PLATTSMOUTH|NE|68048|C|2010-03-23|2010-03-22|I||||2010-03-17|||||||||2015-07-27|2010-05-11|P||
05CAC00736|MCCLURG FOR REGENT|2030 SURFSIDE DRIVE|LINCOLN|NE|68528|C|2005-09-15|2005-09-15|I||||2005-09-06|||||||||2012-12-26|2006-11-07|G|1|1
13CAC01840|MCCOLLISTER FOR LEGISLATURE|8010 HICKORY STREET|OMAHA|NE|68124|C|2013-10-25|2013-10-25|I||||2013-10-25||||||||||2014-11-04|G||1
99CAC00280|MCCOLLISTER FOR M.U.D. (DISSOLVED)|8010 HICKORY STREET,|OMAHA|NE|68124|C|1978-09-13|1978-09-13|I||0|I|1978-09-13|||||||||2010-07-07|2002-11-05|G|1|1
12CAC01702|MCCOLLISTER FOR MUD (DISSOLVED - NOW LEGISLATURE)|8010 HICKORY ST|OMAHA|NE|68124|C|2012-09-04|2012-08-27|I||||2012-08-22||||||||||2012-11-06|G||
07CAC01064|MCCOLLISTER FOR PSC|8010 HICKORY STREET|OMAHA|NE|68124|C|2007-12-26|2007-12-26|I||||2007-12-14|||||||||2009-01-14|2008-05-13|P||
13CAC01824|MCCOY FOR GOVERNOR (NOW MCCOY FOR NEBRASKA)|13306 A STREET, SUITE B|OMAHA|NE|68144|C|2013-08-28|2013-08-28|A||||2013-09-13|||||||||2015-02-19|2014-05-13|P||
07CAC01057|MCCOY FOR LEGISLATURE COMMITTEE(NOW-MCCOY FOR GOV)|3922 S. 190TH STREET|OMAHA|NE|68130|C|2008-01-09|2008-01-08|I||||2007-12-31|||||||||2013-08-28|2012-11-06|G||1
15CAC02069|MCCOY FOR NEBRASKA|3922 S 190TH STREET |OMAHA|NE|68130|C|2015-02-20||I||||1900-01-01|||||||||||||
99CAC00502|MCDONALD FOR LEGISLATURE COMMITTEE (DISSOLVED)|PO BOX 76|LEXINGTON|NE|68820|C|2000-08-02|2000-08-01|I||0|I|2000-07-28||99IRC00154||||||R|2001-09-05|2000-11-07|G|1|1
99CAC00061|MCFARLAND FOR GOVERNOR|1106 E ST, #101|LINCOLN|NE|68509|C|1997-10-15|1997-10-15|I||0|I|1997-10-15||||||||||2005-05-04|P||
08CAC01103|MCGOWAN FOR MUD|15726 FARNAM STREET|OMAHA|NE|68118|C|2008-03-20|2008-03-17|I||||2008-03-10||||||||||2008-05-13|P||
10CAC01479|MCINTYRE FOR STATE BOARD OF EDUCATION|10305 Z STREET|OMAHA |NE|68127|C|2010-08-04|2010-08-03|I||||2010-08-03|||||||||2011-01-12|2010-11-02|G||
99CAC00281|MCKENZIE FOR LEGISLATURE|RR 3, Box 71,|HARVARD|NE|68944|C|1993-04-19|1993-04-19|I||0|I|1993-04-19|       |          |||||||2000-02-01|1994-11-04|G|0|0
08CAC01149|MCLAUGHLIN FOR SARPY CO COMMISSIONER|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68501|C|1900-01-01|1900-01-01|I||||2008-05-16||||||||||2008-05-01|P||
12CAC01687|MCNAMARA FOR LEGISLATURE (DISSOLVED)|2706 ALBERTA AVE|BELLEVUE|NE|68147|C|2012-05-31||I||||2012-05-24|||||||||2012-12-21|2012-11-06|G||1
14CAC01889|MCPHERSON FOR STATE BOARD OF EDUCATION|4720 SOUTH 102 CIRCLE|OMAHA |NE|68127|C|2014-03-31|2014-03-28|I||||2014-03-24||||||||||2014-05-13|P||
13PAC00172|MECHANICAL CONTRACTORS ASSOCIATION OF OMAHA PAC |7561 MAIN STREET, SUITE 408|OMAHA |NE|68127|S|2013-03-04|2013-03-01|I||||2013-02-25||||||||||2013-04-02|||
99CAC00625|MEDCALF FOR COUNTY CLERK (2002) (DISSOLVED)|1611 BUCKINGHAM DRIVE|LINCOLN|NE|68506|C|2002-10-17|2007-02-15|I||0|I|2002-10-14|||||||||2006-12-31|2002-11-05|G||1
99CAC00064|MEDCALF FOR COUNTY CLERK COMMITTEE (DISSOLVED)|4931 SOUTH 52ND STREET,|LINCOLN |NE|68516|C|1998-04-27|1998-04-27|I||0|I|1998-04-27|       |          |||||||2000-01-27|1998-05-04|P|0|0
12CAC01692|MEDLOCK FOR MAYOR |5062 SOUTH 108TH ST, BOX 123|OMAHA|NE|68137|C|2012-07-09|2012-07-06|I||||1900-01-01||||||||||2013-04-02|||
13CAC01773|MEG FOR COUNCIL (DISSOLVED)|1540 GARFIELD ST|LINCOLN|NE|68502|C|2013-03-06|2013-03-06|I||||1900-01-01|||||||||2014-11-13|2013-04-02|||
14CAC02028|MEG FOR NORTHEAST LINCOLN|4035 HOLDREGE STREET|LINCOLN|NE|68503|C|2014-11-13|2014-11-13|I||||2014-11-13||||||||||2015-04-07|P||
12CAC01733|MEGAN MURPHY FOR MUD (NOT REGISTERED)|UNKNOWN|OMAHA |NE|68114|C|1900-01-01|1900-01-01|I||||1900-01-01||||||||||2012-11-06|||
07CAC01030|MEGINNIS FOR SCHOOL BOARD (DISSOLVED)|2720 KATY CIRCLE|LINCOLN|NE|68506-2857|C|2007-03-28|2007-03-28|I||||2007-03-28|||||||||2015-02-23|2007-04-03|P||
99CAC00285|MEIER FOR SCHOOL BOARD|5617 Lafayette Avenue,|OMAHA|NE|68137|C|1992-08-18|1992-08-18|I||0|I|1992-08-18|       |          |||||||2000-03-17|1996-11-04|G|0|0
99CAC00571|MEISTER FOR ATTORNEY GENERAL (DISSOLVED)|2426 THIRD AVE|SCOTTSBLUFF|NE|69361|C|2002-01-15|2002-01-14|I||0|I|2002-01-11||99IRC00253||||||R|2003-01-16|2002-11-05|G|0|1
10CAC01480|MEISTER FOR GOVERNOR|614 E 27TH STREET, SUITE CC|SCOTTSBLUFF|NE|69361|C|2010-08-04|2010-08-02|I||||2010-07-26|||||||||2012-05-29|2010-11-02|G||1
06CAC00990|MEL CHRISTENSEN FOR SHERIFF|802 W CANDICE ST|VALENTINE|NE|69201|C|2006-10-27|2006-10-27|I||||2006-09-21|||||||||2008-01-23|2006-11-07|G||
99CAC00352|MEL RAMSEY FOR MUD BOARD (DISSOLVED)|3911 AMES,|OMAHA|NE|68111|C|1998-08-18|1998-08-18|I||0| |1998-08-18|       |          |||||||1999-01-28|1998-05-04|P|0|0
99CAC00057|MELE MASON FOR SCHOOL BOARD|9632 N. 34th Street,|OMAHA|NE|68112|C|1998-04-20|1998-04-20|I||0|I|1998-04-20|       |          |||||||2005-01-28|2002-05-04|P|0|0
14CAC01895|MELIA FOR PUBLIC DEFENDER (DISSOLVED)|PO BOX 624|NORFOLK|NE|68702|C|2014-04-04|2014-04-03|I||||2014-03-05|||||||||2015-01-16|2014-05-13|P||
11CAC01577|MELISSA HILTY CITY COUNCIL(NOT REGISTERED)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68501|C|2011-03-29||||||9999-12-31|||||||||||||
11CAC01573|MELISSA HILTY FOR LINCOLN CITY COUNCIL #1 (NR)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68502|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||9999-12-31|P||
13CAC01764|MELTON FOR OMAHA|1324  N 129TH CIRCLE|OMAHA|NE|68154|C|2013-01-22|2013-01-18|I||||2013-01-11||||||||||2013-05-14|||
10CAC01519|MELVIN MUHAMMAD FOR LEARNING COMM. (NR)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68509|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||9999-12-31|G||
06CAC00950|MERCER FOR NRD|3385 EAST 11TH ST|KEARNEY|NE|68847|C|2006-10-02|2007-01-03|I||||2006-09-28|||||||||2007-10-05|2006-11-07|G|1|
13CAC01809|MERCIA FOR OPS - NOT REGISTERED|5603 S. 50TH|OMAHA|NE|68117|C|1900-01-01|1900-01-01|||||1900-01-01|||||||||||||
13CAC01788|MERICA FOR OPS |5603 S 50TH AVE|OMAHA|NE|68117|C|2013-05-08|2013-05-08|I||||2013-05-06||||||||||2013-05-14|G||
99CAC00637|MESSMAN FOR COUNTY CLERK|1206 22ND ST|AURORA|NE|68818|C|2002-12-31|2002-12-30|I||0|I|2002-11-21||99IRC00333||||||R|2002-12-31|2002-11-05|G|0|1
99PAC00032|METROPOLITAN OMAHA BUILDERS ASSOCIATION PAC|4141 N 156TH ST. STE.B100 OMAHA NE 68116|OMAHA|NE|68116|S|1980-10-03|1980-10-03|I||0|I|1980-10-03||||||||||2008-11-04|G||
99CAC00674|METZ FOR LEGISLATURE|319 SOUTH 51ST STREET|OMAHA|NE|68132|C|2004-04-12|2004-04-09|I||0|I|2004-04-06|       |99IRC00389||||||R|2004-06-16|2004-05-11|P|0|0
99CAC00626|MEYER FOR EDUCATION COMMITTEE|1580 HWY 281|ST. PAUL|NE|68873|C|2002-10-23|2002-10-22|I||0|I|2002-10-22|||||||||2008-12-24|2006-11-07|G||1
99CAC00472|MEYER FOR LEGISLATURE|1202 KINGWOOD ST|STANTON|NE|68779|C|2000-04-24|2000-04-22|I||0|I|2000-04-13||99IRC00117||||||R|2003-12-10|2000-05-09|P|0|0
14CAC01929|MEYERS FOR STATE BOARD OF EDUCATION (DISSOLVED)|6417 SOUTH 92ND STREET|OMAHA |NE|68127|C|2014-04-21|2014-04-19|I|||O|2014-04-18|||||||||2014-12-12|2014-05-13|P||
14CAC01991|MICHAEL DEKALB FOR NRD (NOT REGISTERED)||LINCOLN|NE|68509|C|1900-01-01|1900-01-01|I||||1900-01-01||||||||||2014-11-04|||
99CAC00442|MICHAEL G. FAHEY FOR MAYOR (DISSOLVED)|PO BOX 6353|OMAHA|NE|68137|C|2000-04-06|2000-04-05|I||0|I|2000-03-30|||||||||2010-01-15|2001-04-03|P||
09CAC01344|MICHAEL GILLESPIE FOR RALSTON CITY COUNCIL #2 (NR)|NOT  A REGISTERED COMMITTEE|OMAHA|NE|68132|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||9999-12-31|P||
14CAC01907|MICHAEL GROENE FOR LEGISLATURE|9523 CANAL RD|NORTH PLATTE|NE|69101|C|2014-04-11|2014-04-09|I||||1900-01-01||||||||||2014-05-13|P||
12CAC01634|MICHAEL PETERSEN FOR LEGISLATURE|3130 N CNTY RD 20 AVE|FREMONT |NE|68025|C|2012-03-20||I||||2012-03-15||||||||||2012-11-06|G||1
09CAC01340|MICHAEL SCHWANG FOR NRD #3 (NR)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68504|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||9999-12-31|P||
14CAC02033|MICHAEL W WALDEN-NEWMAN (NOT REGISTER)|1301 LINCOLN MALL #802|LINCOLN|NE|68508|C|2014-12-18|1900-01-01|||||1900-01-01|||||||||||||
13CAC01797|MICHAEL WARNER FOR SCHOOL BOARD (NOT REGISTERED)|555 FINGER|ZIP NOT VALID|NE|00001|C|1900-01-01|1900-01-01|I||||1900-01-01|||||||||||||
12CAC01644|MICHAELIS FOR LEGISLATURE (DISSOLVED)|PO BOX 82802|LINCOLN|NE|68501|C|2012-04-04||I||||2012-03-29|||||||||2014-01-31|2012-11-06|G||1
15CAC02099|MICHELS FOR LEGISLATURE |PO BOX 501|WALTON|NE|68461|C|2015-10-15|2015-10-15|I||||2015-10-01||||||||||2016-05-11|G||1
09BQC00251|MIDDLE SCHOOL COMMITTEE (NOT REGISTERED)|2710 N. NORTH ROAD|GRAND ISLAND|NE|68803|B|1900-01-01|1900-01-01|I||0||1900-01-01||||||||||1900-01-01|||
08CAC01216|MIKE AVERY FOR LEARNING COUNCIL (NOT REGISTERED)|339 MICHAEL DRIVE|GRETNA|NE|68028|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||2008-11-04|||
99CAC00141|MIKE AVERY FOR LEGISLATURE|339 MICHAEL DRIVE,|GRETNA|NE|68028|C|1992-03-19|1992-03-19|I||0|I|1992-03-19|       |          |||||||1999-03-31|1996-11-09|P|0|0
99CAC00428|MIKE BOYLE FOR COUNTY BOARD|P.O BOX  8341|OMAHA|NE|68108|C|2000-02-25|2000-02-25|I||0|I|1999-11-18||||||||||2012-11-16|G||1
10CAC01501|MIKE BRODERSEN FOR SCHOOL BOARD (NOT REGISTERED)|NOT REGISTERED COMMITTEE|PLATTSMOUTH|NE|68048|C|2010-10-25||||||9999-12-31|||||||||||||
99CAC00695|MIKE CAVANAUGH FOR CITY COUNCIL|1858 S 151ST|OMAHA|NE|68144|C|2004-07-20|2004-07-20|I||0|I|2004-07-15|||||||||2006-12-31|2005-05-04|P||
99CAC00154|MIKE CAVANAUGH FOR O.P.P.D.|1228 North 162nd Street,|OMAHA|NE|68118|C|1994-06-10|1994-06-10|I||0|I|1994-06-10|       |          |||||||2004-08-19|2000-11-07|G|1|1
08CAC01286|MIKE CRAWFORD FOR LAVISTA CITY COUNCIL (NR)|NOT A REGISTERED COMMITTEE|COLON|NE|68018|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||2008-01-01|P||
99CAC00647|MIKE FLOOD FOR LEGISLATURE(NOW MIKE FLOOD FOR NE)|214 N,. 7TH ST, STE. 1|NORFOLK|NE|68701|C|2003-11-06|2003-11-04|I||0|I|2003-11-04||||||||||2008-11-07|G||1
12CAC01694|MIKE FLOOD FOR NEBRASKA, INC|214 N, 7TH ST, STE 4|NORFOLK|NE|68701|C|2012-07-17||I||||1900-01-01|||||||||||||
99CAC00579|MIKE FRIEND FOR LEGISLATURE|8990 WEST DODGE RD #220|OMAHA |NE|68114|C|2002-02-04|2002-01-31|I||0|I|2002-01-21|||||||||2010-02-01|2006-11-07|G|1|1
07CAC01052|MIKE GLOOR FOR LEGISLATURE|2120 BARBARA AVE|GRAND ISLAND|NE|68803|C|2007-12-07|2007-12-06|I||||2007-12-03||||||||||2012-11-06|G||1
10CAC01393|MIKE GLOW FOR LEGISLATURE (NR)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68104|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||9999-12-31|P||
99CAC00207|MIKE JOHANNS FOR GOVERNOR|5555 SOUTH STREET|LINCOLN|NE|68506|C|1986-08-26|1986-08-26|I||0|I|1986-08-26|||||||||2005-05-24|2002-11-05|G|1|1
12CAC01628|MIKE JONES FOR REGENT (DISSOLVED)|222 NORTH 5TH STREET|DAVID CITY|NE|68632|C|2012-03-09||I||||2012-03-05|||||||||2013-02-13|2012-11-15|G||1
07CAC01016|MIKE KALB (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|ZIP NOT VALID|NE|99999-9999|C|2007-02-13|2007-02-13|I||||9999-12-31|||||||||||||
08CAC01177|MIKE MCSHEA FOR LEGISLATURE (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68508|C|1900-01-01|1900-01-01|I||||2008-08-15||||||||||2008-01-01|G||
06CAC00974|MIKE MEISTER FOR COUNTY ATTORNEY (NOT REGISTERED)||Scottsbluff|NE|68500|C|1900-01-01|1900-01-01|||||1900-01-01||||||||||2006-11-07|G||
13CAC01836|MIKE MEISTER FOR LEGISLATURE|1906 BROADWAY|SCOTTSBLUFF|NE|69361|C|2013-10-17|2013-10-17|I||||2013-09-30||||||||||2014-05-14|P||
10CAC01456|MIKE MERWICK COUNTY COMMISSIONER (NOT REGISTERED)|NOT REGISTERED|LINCOLN|NE|68504|C|1900-01-01|1900-01-01|||||1900-01-01||||||||||2010-05-11|||
08CAC01307|MIKE MEYER FOR GRETNA SCHOOL BOARD (NR)|NOT A REGISTERED COMMITTEE|ZIP NOT VALID|NE|68246|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||2008-01-01|P||
10CAC01415|MIKE MOSER FOR LEGISLATURE|2514 13TH STREET|COLUMBUS|NE|68601|C|2010-03-19|2010-03-18|I||||2010-03-16|||||||||2011-12-13|2010-11-02|G||1
12CAC01627|MIKE SMITH FOR LEGISLATURE (DISSOLVED)|4810 BEAR CREEK RD|LINCOLN |NE|68516|C|2012-03-08|2012-08-07|I||||2012-03-06|||||||||2012-08-08|2012-05-15|||
14CAC01862|MIKE TESAR FOR LEGISLATURE (DISSOLVED)|11109 LAUREL CIRCLE|OMAHA|NE|68164|C|2014-01-23|2014-01-22|I||||2014-03-08|||||||||2014-12-01|2014-11-04|G||1
08CAC01304|MIKE WEAVER FOR PAPILLION SCHOOL BOARD (NR)|NOT A REGISTERED COMMITTEE|DANBURY|NE|69026|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||2008-01-01|P||
14CAC02031|MILES BANNAN FOR CHADRON CITY COUNCIL (NR)|NOT REGISTERED|CHADRON|NE|69337|C|1900-01-01||I||||1900-01-01||||||||||2014-11-04|G||
08PAC00159|MILLARD EDUCATION ASSOCIATION PAC|4204 S. 57TH STREET|OMAHA|NE|68117|S|2008-10-22|2008-10-21|I||||2008-10-20||||||||||2008-11-04|G||
13BQC00335|MILLARD FAMILIES FOR SAFE SCHOOLS (DISSOLVED)|17605 WRIGHT ST|OMAHA|NE|68130|B|2013-02-21||I|Millard Bond Issue (May Election)|0||2013-02-12|||||||||2014-12-23|2013-05-14|||
10BQC00259|MILLARD WEST TEENAGE REPUBLICANS (NR)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68144|B|9999-12-31|9999-12-31|I||||9999-12-31||||||||||9999-12-31|P||
99CAC00399|MILLER FOR SCHOOL BOARD|341 SO. 52ND STREET|LINCOLN|NE|68510|C|1999-06-22|1999-06-21|I||0|I|1999-06-16||99IRC00017||||||R|1999-08-31|1999-05-04|G|0|0
12CAC01706|MILT SCHMIDT FOR NRD 9 (NR)|NOT REGISTERED |ZIP NOT VALID|NE|99999-9999|C|2012-09-06||I||||1900-01-01|||||||||||||
13BQC00359|MINDEN T.A.S.K. CAMPAIGN (NOT REGISTERED)|1662 32 ROAD|MINDEN|NE|68959|B|1900-01-01|1900-01-01|I|Minden School Bond|||1900-01-01||||||||||1900-01-01|||
99CAC00565|MINES FOR LEGISLATURE|11404 WEST DODGE RD, STE 700|OMAHA|NE|68154|C|2001-10-03|2001-10-02|I||0|I|2001-10-02|||||||||2007-12-27|2006-05-09|P||
12CAC01726|MINES FOR OPPD|636 HILLCREST DRIVE|BLAIR|NE|68008|C|2012-10-23||I||||2012-10-22||||||||||2012-11-06|G||
10CAC01547|MOLLY HUNT-SPISAK FOR OPS BOARD (NR)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68102|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||9999-12-31|G||
06CAC00981|MONTY SCHORR FOR MRNRD BOARD|NOT A REGISTERED COMMITTEE|MILLER|NE|68858|C|2006-10-19||I||||9999-12-31|||||||||||||
99CAC00511|MOORE FOR LEGISLATURE (NOW MOORE FOR SECRETARY OF|306 EAST 7TH STREET|YORK|NE|68467|C|1986-02-19|1986-02-19|I||0|I|1986-02-19||99IRC00167||||||R|1994-03-14|1990-11-07|G|1|1
99CAC00237|MOORE FOR SHERIFF COMMITTEE|P.O. Box 235,|ELGIN|NE|68636|C|1998-05-07|1998-05-07|I||0|I|1998-05-07|       |          |||||||2000-02-01|1998-05-04|P|0|0
12BQC00320|MORE GOOD JOBS FOR GRAND ISLAND (DISSOLVED)|308 NORTH LOCUST, STE 400, PO BOX 1151|GRAND ISLAND|NE|68802|B|2012-07-20||I|Economic Development Program Renewal|0||2012-07-18|||||||||2012-12-13|2012-11-06|G||
13CAC01845|MORGAN FOR SHERIFF (DISSOLVED)|506 LINN STREET|KENNARD |NE|68034|C|2013-11-13|2013-11-12|I||||1900-01-01|||||||||2014-08-21|2014-05-04|P||
99CAC00162|MORGHEIM FOR MAYOR|1405 18th Street,|GERING|NE|69341|C|1998-05-06|1998-05-06|I||0|I|1998-05-06|       |          |||||||1999-10-15|1998-05-04|P|0|0
99PPC00035|MORRILL COUNTY REPUBLICAN COMMITTEE|P.O. BOX 875|BRIDGEPORT|NE|69336|T|1978-03-17|1978-03-17|I||0||1978-03-17|||||||||2007-06-05|1900-01-01|P||
99CAC00287|MORRISSEY FOR LEGISLATURE|548 JACKSON, BOX 156|TECUMSEH|NE|68450|C|1988-04-27|1988-04-27|I||0|I|1988-04-27|       |          |||||||1900-01-01|2000-05-04|P|0|0
99CAC00288|MOUL FOR GOVERNOR CAMPAIGN (DISSOLVED)|850 SOUTH 51ST STREET|LINCOLN|NE|68510|C|1997-11-21|1997-11-21|I||0|I|1997-11-21|||||||||2009-12-16|2002-05-04|G||
07BQC00160|MOVING GERING FORWARD|1765 21ST STREET|Gering|NE|69341-0243|B|2007-07-27|2007-07-25|I|Scottsbluff Co. School District 016, (a/k/a/ Gering Public School) $14.8 Mill Bond Issue|0|O|2007-07-25|||||||||2011-01-12|2010-11-02|G||
05CAC00725|MUNGER FOR LEGISLATURE | PO BOX 30243 |LINCOLN|NE|68503|C|2005-05-16|2005-05-13|I||||2005-05-13|||||||||2008-06-20|2006-05-09|||
11CAC01588|MURANTE FOR LEGISLATURE|11814 S. 211TH STREET|GRETNA|NE|68028|C|2011-07-19|2011-07-19|I||||2011-07-19||||||||||2012-11-06|G||1
99CAC00601|MURRAY FOR MAYOR|511 WEST 5TH|GRAND ISLAND|NE|68801|C|2002-05-03|2002-05-02|I||0|I|2002-04-22||99IRC00285||||||R|2003-01-14|2002-11-05|G|0|1
99PAC00034|MUTUAL OF OMAHA COMPANIES PAC (IMPAC)|Mutual of Omaha Plaza,|OMAHA|NE|68175|S|1980-04-11|1980-04-11|I||0|I|1980-04-11||||||||||2012-11-08|G||
99CAC00253|N.P. 'SANDY' DODGE FOR OPPD|8701 West Dodge Road,|OMAHA |NE|68114|C|1994-03-16|1994-03-16|I||0|I|1994-03-16|||||||||2008-01-10|2006-11-07|G||1
06CAC01005|N.R.D. COMMITTEE FOR SHELDON|610 E 96TH ST |KEARNEY|NE|68847|C|2006-11-07|2006-11-06|I||||2006-11-03|||||||||2006-11-21|2006-11-07|G||
12CAC01690|NABITY FOR OMAHA (FOR MAYOR)|9850 NICHOLAS STREET, SUITE 305|OMAHA |NE|68114|C|2012-07-02|2012-06-29|I||||2012-06-28||||||||||2013-04-02|P||
12CAC01716|NADC REPORTS|STATE CAPITOL|LINCOLN|NE|68509|C|2010-12-31||||||2010-12-31|||||||||||||
11BQC00291|NADC TEST COMMITTEE - BALLOT QUESTIONS|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68509|B|2010-01-01||I||||9999-12-31|||||||||||||
10CAC01554|NADC TEST COMMITTEE - CANDIDATES|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68509|C|9999-12-31||||||9999-12-31||||||||||2012-05-15|P||
10CAC01554|NADC TEST COMMITTEE - CANDIDATES|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68509|C|2009-12-31||I||||2009-12-31||||||||||2012-05-15|P||
12CAC01649|NADC TEST COMMITTEE - CANDIDATES2|123 STREET|LINCOLN|NE|68509|C|2012-04-05||A||||2012-04-04|||||||||||||
08PAC00154|NADC TEST COMMITTEE - PAC INDEPENDENT|123 ANYWHERE|LINCOLN|NE|68509|P|1900-01-01|1900-01-01|I||||1900-01-01|E-PAC|||||||||1900-01-01|||
08PAC00155|NADC TEST COMMITTEE - PAC SSPF|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68509|S|2008-07-29|2008-07-29|I||||2008-01-01||||||||||2008-05-13|P||
05CAC00732|NAGENGAST FOR REGENT (DISSOLVED)|5626 DECATUR STREET|OMAHA|NE|68104|C|2005-07-05|2005-07-05|I||||2005-07-04|||||||||2007-12-31|2006-05-04|P||
99CAC00053|NANCY GROSS FOR REGISTER OF DEEDS|Rt. 1, Box 615,|MADISON|NE|68748|C|1998-05-29|1998-05-29|I||0|I|1998-05-29|       |          |||||||1999-10-25|1998-05-04|P|0|0
99CAC00320|NANCY HUSTON FOR SCHOOL BOARD|923 South 33rd Street,|OMAHA|NE|68105|C|1996-07-03|1996-07-03|I||0|I|1996-07-03|       |          |||||||1999-05-04|1996-11-04|G|0|0
99CAC00225|NANCY J. KRATKY DIST, #5 OPS CAMPAIGN (DISSOLVED)|1204 N. 101ST CIRCLE,|OMAHA |NE|68114|C|1994-06-23|1994-06-23|I||0|I|1994-06-23|       |          |||||||2000-01-05|2002-11-05|G|0|1
08CAC01215|NANCY JACOBSON FOR LEARNING COUNCIL (NR)|12906 HAMILTON STREEE|OMAHA|NE|68154|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||2008-11-04|||
99CAC00606|NANCY JACOBSON FOR OMAHA PUBLIC SCHOOL BOARD(DISSO|12906 HAMILTON ST|OMAHA|NE|68154|C|2002-05-28|2002-05-24|I||0|I|2002-05-23|||||||||2008-09-19|2002-11-05|G||1
13CAC01782|NANCY KRATKY FOR SCHOOL BOARD |1204 N 101ST CIRCLE|OMAHA |NE|68114|C|2013-04-05|2013-04-04|I||||2013-04-02|||||||||2014-01-30|2013-04-02|P||
99CAC00292|NANCY O'BRIEN FOR REGENT|110 North 117th Street,|OMAHA|NE|68154|C|1990-07-24|1990-07-24|I||0|I|1990-07-24|||||||||2006-02-01|2002-11-05|P||1
10CAC01439|NANCY RUSSELL CAMPAIGN (NOT REGISTERED)||LINCOLN|NE|68508|C|9999-12-31|9999-12-31|||||9999-12-31||||||||||2010-11-02|G||1
14CAC02016|NANCY SEIM FOR SCC BOARD (NOT REGISTERED)|NOT REGISTERED|LINCOLN|NE|68509|C|1900-01-01|1900-01-01|I||||1900-01-01||||||||||2014-11-04|G||
