ID|Corporation Name|Month Of Contribution|Due Date|Date Filed|Amount|Status|Reduced|Order Signed|Date Paid|Interest Paid
2725|Pinnacle Bank|January|2006-02-10|2006-04-17|750.00|PAID|||2006-04-18|
2726|Gallup Organization, The|March|2005-04-11|2006-04-19|750.00|PAID|||2006-04-19|
2800|NE Association of County Officials|March|2006-03-10|2006-05-10|750.00|PAID||2006-06-09|2006-06-09|
2802|New Digital Group|January|2006-02-10|2006-05-25|750.00|REDUCED|0.00|2006-06-14|2006-06-14|
2803|New Digital Group|February|2006-03-10|2006-05-25|750.00|REDUCED|0.00|2006-06-14|2006-06-14|
2939|Alexander & Associates, PC LLO|January|2006-10-10|2006-10-26|400.00|PAID|0.00||2006-11-14|
2940|Falls City Education Association|January|2006-09-11|2006-10-24|750.00|REDUCED|0.00|2006-11-20||
3041|Midtown Family Practice|September|2006-10-10|2007-03-23|750.00|REDUCED|0.00|2007-04-19||
2942|RDG Schutte Wilscam Birge|January|2006-01-20|2006-10-27|750.00|PAID|||2006-10-30|
2969|Johnson and Johnson|January|2006-11-10|2006-12-08|700.00|PAID|||2007-01-16|
2970|Precision Industries, Inc|January|2006-11-10|2006-12-07|675.00|PAID|||2006-12-22|
2979|Altech Construction, Inc|September|2006-10-11|2006-12-21|750.00|REDUCED|0.00|2007-01-03||
3008|Windstream Communications|July|2006-08-10|2007-01-12|750.00|REDUCED|0.00|2007-02-21||
3009|Countryside Village, Inc.|June|2006-07-10|2007-01-10|750.00|REDUCED|0.00|2007-02-22||
3010|Tenaska, Inc.|November|2006-12-10|2007-02-28|750.00|PAID|||2007-02-28|
3011|Lovgren Marketing Group|January|2007-01-10|2007-02-23|750.00|RED/PAID|25.00|2007-05-29|2007-05-29|
3012|Boyd Jones Construction Co.|January|2006-10-10|2007-02-22|750.00|REDUCED|0.00|2007-05-09||
3043|Duncan Family Trust|February|2007-03-12|2007-04-19|750.00|REDUCED|0.00|2007-05-02||
3014|Ambassador Real Estate Co.|July|2006-08-10|2007-02-22|750.00|REDUCED|0.00|2007-03-09||
3015|Articles|August|2006-09-11|2007-02-13|750.00|REDUCED|0.00|2007-03-09||
3016|Aspen Builders, Inc.|August|2006-09-11|2007-02-16|750.00|REDUCED|0.00|2007-03-09||
3017|BD Construction, Inc.|April|2006-05-10|2007-02-13|750.00|REDUCED|0.00|2007-03-09||
3018|BD Construction, Inc.|November|2006-12-10|2007-02-13|750.00|REDUCED|0.00|2007-03-09||
3019|Brookhaven, Inc.|September|2006-10-10|2007-02-15|750.00|REDUCED|0.00|2007-03-09||
3020|Clear Communications Partners, Inc.|January|2006-02-10|2007-02-15|750.00|REDUCED|0.00|2007-03-09||
3021|Cox Communications|January|2007-02-12|2007-02-13|25.00|PAID|||2007-04-23|
3022|Excite! Builders, Inc.|August|2006-09-11|2007-02-20|750.00|REDUCED|0.00|2007-03-09||
3023|Fraternal Order of Police Douglas County Lodge #2|September|2006-10-10|2007-02-13|750.00|REDUCED|0.00|2007-03-09||
3024|KRT Construction|September|2006-10-10|2007-02-13|750.00|REDUCED|0.00|2007-03-09||
3025|Lehms, Inc. dba Carpetland|August|2006-09-11|2007-02-15|750.00|REDUCED|0.00|2007-03-08||
3026|Manzitto, Inc.|September|2006-10-10|2007-02-15|750.00|REDUCED|0.00|2007-03-08||
3027|Rezac Construction, Inc.|August|2006-09-11|2007-02-15|750.00|REDUCED|0.00|2007-03-08||
3028|Sibbernsen & Strigenz, PC|December|2007-01-10|2007-02-13|750.00|REDUCED|0.00|2007-03-08||
3029|Stephens & Smith Construction|September|2006-10-10|2007-02-20|750.00|REDUCED|0.00|2007-03-09||
3030|Tilt-Up Concrete|August|2006-09-11|2007-02-22|750.00|REDUCED|0.00|2007-03-09||
3031|Tyson Foods, Inc.|October|2006-11-10|2007-02-13|750.00|PAID|||2007-08-10|
3032|RDG Schutte Wilscam Birge|January|2006-10-10|2007-03-14|750.00|PAID|||2007-03-14|
3040|FirsTier Bank|October|2006-11-10|2007-03-19|750.00|REDUCED|0.00|2007-04-18||
3042|Cox Communications|January|2007-04-10|2007-04-19|225.00|PAID|||2007-05-24|
3044|Heartland anesthesia Services, PC|September|2006-10-10|2007-04-19|750.00|REDUCED|0.00|2007-05-02||
3045|IMSCORP|March|2006-04-10|2007-04-20|750.00|REDUCED|0.00|2007-05-02||
3046|Pinnacle Bank|August|2006-09-11|2007-05-01|750.00|PAID|||2007-05-01|
3047|Rfox, Inc.|January|2007-04-10|2007-04-11|25.00|REDUCED|0.00|2007-05-21||
3048|Ron Romero Consulting, Inc.|February|2007-03-12|2007-04-06|625.00|REDUCED|0.00|2007-05-02||
3049|Schrock Innovations|January|2007-03-12|2007-04-02|525.00|REDUCED|0.00|2007-07-19||
3050|Cameron General Contractors|March|2007-04-10|2007-05-04|600.00|REDUCED|0.00|2007-05-11||
3051|Central Financial Services|March|2007-04-10|2007-05-01|525.00|REDUCED|0.00|2007-05-11||
3052|Class I's united|January|2006-12-10|2007-05-04|706.90|PAID|||2008-11-14|
3053|Dyer Law PC, LLO|October|2004-11-10|2007-05-02|750.00|REDUCED|0.00|2007-05-11||
3054|Dyer Law PC, LLO|May|2005-06-10|2007-05-02|750.00|REDUCED|0.00|2007-05-11||
3055|Dyer Law PC, LLO|November|2005-12-10|2007-05-02|750.00|REDUCED|0.00|2007-05-11||
3056|Dyer Law PC, LLO|March|2006-04-10|2007-05-02|750.00|REDUCED|0.00|2007-05-11||
3057|Dyer Law PC, LLO|July|2006-08-10|2007-05-02|750.00|REDUCED|0.00|2007-05-11||
3058|Kabredlo's|February|2007-03-10|2007-04-23|750.00|REDUCED|0.00|2007-05-11||
3059|McGill Asbestos Abatement Co., Inc.|November|2006-12-10|2007-03-14|750.00|REDUCED|0.00|2007-05-09||
3060|NE Coalition for Interior Design|March|2007-04-10|2007-04-17|175.00|REDUCED|0.00|2007-05-09||
3061|Schmit Industries|January|2007-04-10|2007-04-25|375.00|REDUCED|0.00|2007-05-24||
3062|Tenet Healthcare Corp|March|2007-04-10|2007-04-16|150.00|REDUCED|0.00|2007-05-09||
3063|Countryside Village, Inc.|January|2006-08-10|2007-05-18|750.00|RED/PAID|25.00|2007-06-04|2007-06-04|
3064|Runza National|January|2007-05-10|2007-05-15|125.00|RED/PAID|25.00|2007-06-04|2007-06-04|
3065|Schmit Industries, Inc.|April|2007-05-10|2007-05-15|125.00|REDUCED|0.00|2007-05-24||
3114|Gallup, Inc.|October|2007-11-13|2007-11-30|425.00|PAID|||2007-12-11|
3115|KAAPA Ethanol, LLC|January|2007-09-10|2007-11-26|750.00|REDUCED|0.00|2007-12-14||
3124|777, Inc. d/b/a Clancy's Pub|December|2008-01-10|2008-02-04|625.00|PAID|||2008-03-03|
3125|Alltel|September|2007-10-10|2008-02-12|750.00|REDUCED|0.00|2008-02-25||
3126|The Day Companies, Inc.|December|2008-01-10|2008-02-12|750.00|REDUCED|0.00|2008-02-25||
3127|The Day Companies, Inc.|January|2008-02-11|2008-02-12|25.00|REDUCED|0.00|2008-02-25||
3147|NE Bankers Association|August|2007-09-10|2008-03-07|750.00|REDUCED|0.00|2008-03-19||
3129|Ho-Chunk, Inc.|June|2007-07-10|2008-02-11|750.00|REDUCED|0.00|2008-02-25||
3239|Oriental Trading Company, Inc.|September|2008-10-10|2008-10-29|475.00|REDUCED|0.00|2008-11-10||
3263|Allied Construction Co., Inc.|October|2008-11-10|2008-12-30|750.00|REDUCED|0.00|2008-12-31||
2589|Pacific Realty|April|2005-05-10|2005-06-29|750.00|REDUCED|0.00|2005-11-01||
2605|Peetz & Company|January|2005-07-11|2005-07-14|75.00|PAID|||2005-09-16|
2618|Diageo North America|September|2005-10-11|2005-10-27|400.00|REDUCED|0.00|2005-11-08||
2943|Archistructure, Inc.|November|2005-12-12|2006-10-24|750.00|REDUCED|0.00|2006-11-13||
2609|Wahoo State Bank|June|2005-07-11|2005-07-14|75.00|PAID|||2005-09-16|
2619|E & A Consulting Group, Inc.|September|2005-10-11|2005-10-25|350.00|PAID|||2005-11-23|
2620|League of Nebraska Municipalities|September|2005-10-11|2005-10-13|50.00|PAID|||2005-11-07|
2633|Heartland Campaign Management|August|2005-09-12|2005-10-24|750.00|REDUCED|0.00|2005-11-08||
2637|American Gas Association|September|2005-10-11|2005-11-18|750.00|REDUCED|0.00|2006-05-26||
2643|Ag Processing|March|2005-04-10|2005-11-08|750.00|PAID|||2005-12-23|
2890|CENTER FOR RURAL AFFAIRS|January|2006-07-10|2006-09-07|750.00|PAID|||2006-09-27|
2647|Data Media Solutions|November|2005-12-12|2006-01-03|550.00|REDUCED|0.00|2006-03-10||
2648|Fremont Eye Associates, PC|January|2005-11-10|2005-12-01|525.00|REDUCED|0.00|2006-03-10||
2885|AMERITAS LIFE INSURANCE CORP|March|2006-04-10|2006-08-25|750.00|REDUCED|0.00|2006-09-08||
2650|Johnson & Johnson|November|2005-12-12|2005-12-14|50.00|REDUCED|0.00|2006-03-10||
2651|Kardia Logistics|November|2005-12-12|2005-12-21|225.00|REDUCED|0.00|2006-03-10||
2891|CENTER ON BUDGET AND POLICY PRIORITIES|August|2006-09-11|2006-09-12|25.00|PAID|||2006-09-18|
2893|HALLMARQ CONSTRUCTION, INC|October|2005-11-10|2006-09-06|750.00|REDUCED|0.00|2006-09-18||
2655|NAPE/AFSCME Local 61|December|2006-01-10|2006-01-18|200.00|REDUCED|0.00|2006-05-26||
2656|NE Leasing Services, Inc.|December|2006-01-10|2006-01-17|175.00|REDUCED|0.00|2006-03-10||
2898|NE LIBRARY ASSOCIATION|June|2006-07-10|2006-09-06|750.00|REDUCED|0.00|2006-09-18||
2659|Pacific Realty Group, Inc.|January|2005-12-12|2005-12-19|175.00|PAID|||2006-03-14|
2801|New Digital Group|December|2006-01-10|2006-05-25|750.00|REDUCED|0.00|2006-06-14|2006-06-14|
2804|New Digital Group|March|0200-04-12|2006-05-25|750.00|REDUCED|0.00|2006-06-14|2006-06-14|
2805|New Digital Group|April|2006-05-10|2006-05-25|750.00|PAID|0.00||2006-06-14|
2806|North Central Cement Council|January|2005-09-10|2005-11-23|1075.00|PAID|||2006-06-26|
2807|North Central Cement Council|January|2005-11-10|2005-11-23|1075.00|PAID|||2006-06-26|
2808|Northridge County Club|January|2006-04-10|2006-05-19|750.00|REDUCED|0.00|2006-06-07||
2809|Novartis|January|2006-02-10|2006-05-26|750.00|RED/PAID|25.00|2006-06-28|2006-06-28|
2871|NE Association of County Officials|June|2006-07-10|2006-07-17|175.00|PAID|||2006-08-07|
2810|Omaha Firefighters Local 385|August|2005-09-12|2006-04-03|1500.00|REDUCED|0.00|2006-06-05||
2811|Omaha Firefighters Local 385|November|2005-12-12|2006-04-03|1500.00|REDUCED|0.00|2006-06-05||
2901|ONE SOURCE, THE BACKGROUND CHECK CO, INC|November|2005-12-12|2006-09-07|750.00|REDUCED|0.00|2006-09-18||
2907|VANN REALTY CO|May|2006-06-12|2006-09-07|750.00|REDUCED|0.00|2006-09-18||
2911|S.L. Jensen Homes, Inc|November|2005-12-12|2006-09-12|750.00|REDUCED|0.00|2006-09-22||
2944|Buenz U-Save Pharmacy|September|2006-10-10|2006-11-09|750.00|REDUCED|0.00|2006-11-21||
2945|Elsasser Chiropratic Clinic|August|2006-09-11|2006-10-24|750.00|REDUCED|0.00|2006-11-13||
2946|Grove Corporation|July|2006-08-10|2006-10-27|750.00|REDUCED|0.00|2006-11-13||
2947|Sapp Btos. Petroleum, Inc.|September|2006-10-10|2006-10-23|325.00|REDUCED|0.00|2006-11-13||
2948|Service Plus Lawn &  Tree Care, Inc.|July|2006-08-10|2006-10-26|750.00|REDUCED|0.00|2006-11-13||
2949|South Sioux City Education Association|January|2006-10-10|2006-10-30|500.00|REDUCED|0.00|2006-11-21||
2950|Super Mason, Inc.|June|2006-07-10|9200-11-10|750.00|REDUCED|0.00|2006-11-20||
2951|West Point Education Association|September|2006-10-10|2006-11-06|675.00|REDUCED|0.00|2006-11-21||
2952|Republican Governors Association|September|2006-10-10|2006-10-25|10000.00|PAID|||2006-12-05|
3035|Mallard Sand & Gravel|November|2006-12-10|2007-03-07|750.00|REDUCED|0.00|2007-03-26||
2954|Rodgers Roofing Co|June|2006-07-10|2006-10-30|750.00|REDUCED|0.00|2006-12-01||
2955|Bare Manufacturing Inc|June|2006-07-10|2006-10-30|750.00|REDUCED|0.00|2006-12-01||
2956|York General Health Care Services|August|2006-09-11|2006-10-31|750.00|REDUCED|0.00|2006-12-01||
2957|Futureware Distributing Inc|July|2006-08-10|2006-10-30|750.00|REDUCED|0.00|2006-12-01||
2958|Welsh and Welsh PC LLO|May|2006-04-10|2006-11-03|750.00|REDUCED|0.00|2006-12-01||
2959|Tri-County Education Association|January|2006-10-10|2006-11-02|575.00|REDUCED|0.00|2006-12-01||
2960|Orthman Manufacturing Inc|February|2006-03-10|2006-10-25|750.00|REDUCED|0.00|2006-11-30||
2961|Tekamah-Herman Education Association|August|2006-09-11|2006-11-06|750.00|REDUCED|0.00|2006-11-30||
2971|The Children and Family Coalition of Nebraska|October|2006-11-10|2006-11-20|250.00|RED/PAID|25.00|2007-01-08|2007-01-08|
2972|Richard J. Dinsmore PC LLC|July|2006-08-10|2006-12-04|750.00|REDUCED|0.00|2006-12-19||
2973|NSASSP Region 1|March|2006-04-10|2006-12-07|750.00|REDUCED|0.00|2006-12-19||
3033|Ag Processing, Inc.|October|2006-11-10|2007-02-22|750.00|PAID|||2007-03-26|
3034|Datapeak, Inc.|October|2006-11-10|2007-03-09|750.00|REDUCED|0.00|2007-03-26||
3036|NE Forensic Medical Services|November|2006-12-10|2007-02-26|750.00|REDUCED|0.00|2007-03-21||
3037|Schering Plough, Inc.|November|2006-12-10|2007-02-27|750.00|REDUCED|0.00|2007-03-21||
3038|Tyson Foods, Inc.|April|2006-05-10|2007-02-26|750.00|PAID|||2007-08-10|
3039|Union Bank and Trust|October|2006-11-10|2007-02-26|750.00|REDUCED|0.00|2007-03-21||
3066|Ag Processing, Inc.|January|2007-05-10|2007-05-14|100.00|PAID|||2007-06-11|
3072|Woltemath-Otis Development, Inc.|October|2006-11-10|2007-03-28|750.00|RED/PAID|25.00|2007-05-17|2007-05-16|
3073|Ash Grove Cement Company|January|2007-01-10|2007-05-29|750.00|RED/PAID|25.00|2007-06-29|2007-06-29|
3069|Distribution, Inc.|April|2007-05-10|2007-05-29|475.00|REDUCED|0.00|2007-06-08||
3070|First Data Corporation|January|2007-05-10|2007-05-21|275.00|PAID|||2007-07-20|
3071|The Lund Company|December|2007-01-10|2007-05-31|750.00|REDUCED|0.00|2007-06-08||
3074|Bahr, Vermeer & Haecker, Architects, LTD|March|2006-04-10|2007-06-05|750.00|REDUCED|0.00|2007-06-14||
3075|Bahr, Vermeer & Haecker, Architects, LTD|November|2006-12-10|2007-06-05|750.00|REDUCED|0.00|2007-06-14||
3076|Tenet Healthcare Corporation|January|2007-05-10|2007-06-04|625.00|RED/PAID|25.00|2007-06-26|2007-06-26|
3077|TranSystems Corporation|November|2006-12-10|2007-06-07|750.00|REDUCED|0.00|2007-06-14||
3078|Eli Lilly and Company|January|2007-06-11|2007-06-12|25.00|REDUCED|0.00|2007-07-12||
2434|Baas Associates, Inc.|July|2004-08-10|2005-03-11|$750.00|REDUCED|$0.00|2005-03-31||$0.00
2435|Baas Associates, Inc.|August|2004-09-10|2005-03-11|$750.00|REDUCED|$0.00|2005-03-31||$0.00
2436|Bass Associates, Inc.|September|2004-10-12|2005-03-11|$750.00|REDUCED|$0.00|2005-03-31||$0.00
2437|Baas Associates, Inc.|October|2004-11-10|2005-03-11|$750.00|REDUCED|$0.00|2005-03-31||$0.00
2438|Bass Associates, Inc.|November|2004-12-10|2005-03-11|$750.00|REDUCED|$0.00|2005-03-31||$0.00
2439|Baas Associates, Inc.|December|2005-01-10|2005-03-11|$750.00|REDUCED|$0.00|2005-03-31||$0.00
2440|Baas Associates, Inc.|September|2004-10-12|2005-03-11|$750.00|REDUCED|$0.00|2005-03-31||$0.00
2441|Baas Associates, Inc.|November|2004-12-10|2005-03-11|$750.00|REDUCED|$0.00|2005-03-31||$0.00
2443|Cinnamon Creek Land Corp|December|2005-01-10|2005-02-07|700.00|RED/PAID|25.00|2005-05-26|2005-05-25|
2445|Countryside Village, Inc.|July|2004-08-10|2005-03-28|$750.00|RED/PAID|$25.00|2005-03-28|2005-03-28|$0.00
2478|Bright Ideas, Inc.|April|2004-05-10|2005-03-22|750.00|RED/PAID|0.00|2005-04-21||
2447|Daedalus Construction Co.|January|2005-01-11|2005-02-03|$575.00|RED/PAID|0.00|2005-04-22||
2448|The Fairmont Group|August|2004-09-10|2005-03-09|$750.00|REDUCED|$0.00|2005-04-01||$0.00
2864|The Benefit Group, Inc.|June|2006-07-10|2006-07-20|250.00|REDUCED|0.00|2006-07-27||
2450|HDR, Inc.|January|2005-01-10|2005-02-03|600.00|REDUCED|0.00|2005-05-10||
2451|Hoppe, Inc.|December|2005-01-10|2005-03-07|$750.00|REDUCED|$0.00|2005-04-01||$0.00
2452|Jefferson Pilot Financial|December|2005-01-11|2005-01-14|$75.00|PAID|||2005-04-07|$0.00
2454|Kubat Pharmacy, Inc.|January|2005-01-11|2005-02-09|750.00|REDUCED|0.00|2005-05-10||
2455|The Lamar Companies|January|2005-01-11|2005-02-03|600.00|REDUCED|0.00|2005-05-10||
2456|Lovgren Advertising Group|December|2005-01-10|2005-02-01|550.00|REDUCED|0.00|2005-05-10||
2457|MACLAN, Inc.|December|2005-01-10|2005-02-28|$750.00|REDUCED|$0.00|2005-03-18||$0.00
2458|NE State Council of Machinists|October|2004-11-10|2005-03-01|$750.00|REDUCED|$0.00|2005-03-18||$0.00
2459|NWW, Inc.|January|2004-10-11|2005-03-08|$750.00|PAID|||2006-06-09|
2460|Peony Park, Inc.|December|2005-01-10|2005-03-07|$750.00|REDUCED|$0.00|2005-03-31||$0.00
2461|Peony Park, Inc.|January|2005-02-10|2005-03-07|$625.00|REDUCED|$0.00|2005-03-31||$0.00
2462|Qwest|August|2004-09-10|2005-03-01|$750.00|REDUCED|$0.00|2005-03-21||$0.00
2463|United Retailers Liquor Association of NE|October|2004-11-10|2005-03-10|$750.00|REDUCED|$0.00|2005-04-01||$0.00
2464|W.N. Morehouse Truck Line, Inc.|July|2004-08-10|2005-03-07|$750.00|REDUCED|$0.00|2005-04-01||$0.00
2465|Waitt Media, Inc.|April|2004-05-10|2005-03-08|$750.00|PAID||2006-06-09|2006-06-09|
2466|Welch Law Firm|December|2005-01-10|2005-03-04|$750.00|REDUCED|$0.00|2005-03-18||$0.00
2467|Coast Casinos, Inc. (B-9)|January|2004-11-10|2005-04-01|14200.00|PAID|||2008-05-07|
2468|AFLAC|November|2004-11-10|2005-03-10|$750.00|PAID|||2005-04-08|
2469|First National Bank of Nebraska|January|2005-01-10|2005-01-18|$200.00|REDUCED|0.00|2005-05-10||
2629|Chief Industries, Inc.|September|2005-10-11|2005-10-28|425.00|PAID|||2005-11-15|
2471|Welch Law Firm|December|2005-01-10|2005-01-31|$525.00|REDUCED|0.00|2005-05-09||
2472|Werner Enterprises, Inc.|December|2005-01-10|2005-02-11|$750.00|REDUCED|0.00|2005-05-09||
2473|Barber Homes|January|2005-02-10|2005-04-12|750.00|RED/PAID|0.00|2005-04-22||
2480|Encartele, Inc.|October|2004-11-10|2005-03-18|750.00|RED/PAID|0.00|2005-04-21||
2484|Lengemann & Associates|January|2005-02-10|2005-03-28|750.00|RED/PAID|0.00|2005-04-22||
2485|Midland Medical|February|2005-03-10|2005-04-01|550.00|RED/PAID|0.00|2005-04-22||
2486|Moore's Insurance & Investments|January|2005-02-10|2005-03-24|750.00|RED/PAID|0.00|2005-04-22||
2487|NE Rural Electric Association|October|2004-11-10|2005-04-05|750.00|RED/PAID|0.00|2005-04-22||
2488|R.D. Schuller, Inc|January|2005-02-10|2005-03-28|750.00|RED/PAID|0.00|2005-04-22||
2489|The Schemmer Associates|January|2005-02-10|2005-03-18|750.00|REDUCED|0.00|2005-10-24||
2490|The Schemmer Associates|February|2005-03-10|2005-03-18|200.00|REDUCED|0.00|2005-10-24||
2491|Snitily Carr|December|2004-01-12|2005-03-14|750.00|REDUCED|0.00|2005-04-22||
2499|Ag Processing, Inc|January|2005-03-10|2005-04-13|750.00|PAID|||2005-06-24|
2501|Allied National Inc.|February|2005-03-10|2005-04-18|750.00|REDUCED|0.00|2005-05-12||
2638|Deeter Foundary|October|2005-11-10|2005-11-15|125.00|REDUCED|0.00|2005-12-20||
2511|Landmark Enterprises, Inc.|February|2005-03-10|2005-05-02|750.00|REDUCED|0.00|2005-05-12||
2512|Marasco, Inc.|March|2005-04-11|2005-05-03|550.00|REDUCED|0.00|2005-05-12||
2515|Precision Industries|December|2005-01-10|2005-04-19|750.00|RED/PAID|25.00|2005-05-31|2005-05-27|
2516|Qwest|March|2005-04-11|2005-04-14|75.00|PAID|||2005-05-19|
2517|Seacrest & Kalkowski, PC|December|2004-01-12|2005-03-30|750.00|REDUCED|0.00|2005-05-12||
2518|Steve Erdei Sales, Inc.|March|2005-04-11|2005-04-15|100.00|PAID|||2005-05-16|
2519|Warren Distribution, Inc.|February|2005-03-10|2005-04-15|750.00|REDUCED|0.00|2005-05-12||
2521|Carpenters District Council of Kansas City & Vicinity|April|2005-05-10|2005-05-12|50.00|PAID|||2005-05-31|
2522|Cash Four Corporation dba Cascio's Steak House|February|2005-03-10|2005-05-10|750.00|REDUCED|0.00|2005-05-24||
2523|Central States Indemnity Co. of Omaha|March|2005-04-11|2005-05-16|750.00|REDUCED|0.00|2005-06-02||
2524|Chief Industries, Inc.|March|2005-04-11|2005-05-09|700.00|REDUCED|0.00|2005-06-01||
2531|Lund-Ross Constructors, Inc.|March|2005-04-11|2005-05-12|750.00|REDUCED|0.00|2005-05-24||
2536|REGA Engineering Group, Inc.|March|2005-04-11|2005-05-16|750.00|REDUCED|0.00|2005-06-02||
2537|Scottsbluff Police Officers Association|April|2005-05-10|2005-05-18|200.00|REDUCED|0.00|2005-06-03||
2541|Twin Cities Development, Inc.|April|2005-05-10|2005-05-18|200.00|REDUCED|0.00|2005-06-03||
2542|Beechstreet Corp.|January|2005-04-11|2005-05-23|750.00|PAID|||2005-06-24|
2543|Ehrhart, Griffin & Associates|January|2005-05-10|2005-05-25|375.00|REDUCED|0.00|2005-06-10||
2544|Ehrhart, Griffin & Associates|January|2005-04-11|2005-05-25|750.00|REDUCED||2005-06-10||
2545|Guaca Maya, Inc.|April|2005-05-10|2005-05-23|325.00|RED/PAID|0.00|2005-06-10||
2552|Woodke & Gibbons, PC|April|2005-05-10|2005-06-09|750.00|REDUCED|0.00|2005-06-21||
2553|Mutual First Federal Credit Union|March|2005-04-11|2005-06-10|750.00|REDUCED|0.00|2005-06-22||
2554|Kubat Pharmacy|March|2005-04-11|2005-06-01|750.00|REDUCED|0.00|2005-06-21||
2555|Asbestos Workers Local #39|October|2004-11-10|2005-05-31|750.00|REDUCED|0.00|2005-06-22||
2556|Great Plains Communications, Inc.|January|2005-04-11|2005-04-22|275.00|PAID|||2005-06-27|
2557|Central Distributors, Inc.|July|2004-08-10|2005-05-05|750.00|REDUCED|0.00|2005-06-10||
2561|Guaca Maya|February|2005-03-10|2005-06-02|750.00|REDUCED|0.00|2005-07-01||
2863|Associated Appraisers|April|2006-05-10|2006-07-17|750.00|REDUCED|0.00|2006-07-27||
2640|Hy-Vee, Inc.|September|2005-10-11|2005-11-07|675.00|REDUCED|0.00|2005-12-14||
2641|Mitchell & Associates, Inc.|October|2005-11-10|2005-11-18|200.00|REDUCED|0.00|2005-12-20||
2642|Slusky Law|January|2005-10-11|2005-11-04|600.00|PAID|0.00||2006-08-04|
2865|Central States Health & Life Co., of Omaha|January|2006-02-10|2006-07-21|750.00|REDUCED|0.00|2006-07-27||
2866|Central States Health & Life Co. of Omaha|March|2006-04-10|2006-07-21|750.00|REDUCED|0.00|2006-07-27||
2867|Central States Health & Life Co. of Omaha|June|2006-07-10|2006-07-21|275.00|REDUCED|0.00|2006-07-27||
2868|Laborer's International Union Local 1140|May|2006-06-12|2006-07-19|750.00|REDUCED|0.00|2006-07-27||
2869|NE Association of County Officials|June|2006-07-10|2006-07-17|175.00|PAID|||2006-08-07|
2495|Prochaska and Associates|January|2004-05-10|2005-03-21|750.00|REDUCED||2005-05-12||
2500|AFLAC|January|2004-07-12|2005-04-25|750.00|PAID|||2005-05-23|
2513|Nebraska Retail Federation|January|2005-04-11|2005-04-21|250.00|REDUCED|0.00|2005-05-12||
