Committee Name|Committee ID|Date Received|Transaction Date|Amount|Type of Transaction|Description
FAMILIES FOR AMENDMENT 5 (DISSOLVED)|06BQC00140|2007-01-16|2006-12-31|7|A|ADJUSTMENT
FAMILIES FOR AMENDMENT 5 (DISSOLVED)|06BQC00140|2007-01-16|2006-12-31|-15.4|A|BANK SERVICE CHARGES
FAMILIES FOR AMENDMENT 5 (DISSOLVED)|06BQC00140|2007-01-16|2006-12-31|810|A|POST OFFICE
FAMILIES FOR AMENDMENT 5 (DISSOLVED)|06BQC00140|2008-03-06|2007-12-30|9|A|Bank Service Charges
REIBER FOR SHERIFF |07CAC01011|2010-05-05|2010-02-01|690.53|A|carryover from last campaign
CONCERNED CITIZENS FOR RESPONSIBLE GOV. |07BQC00153|2007-07-03|2007-05-18|50|B|Cash deposited in night depository anony
COMMITTEE TO ELECT TOM RICHARDS SARPY CO COMM|07CAC01044|2013-01-08|2012-11-17|.8|A|correction of math error 10-9-12
COMMITTEE TO ELECT TOM RICHARDS SARPY CO COMM|07CAC01044|2010-01-11|2009-03-08|.57|A|accounting error
COMMITTEE TO ELECT TOM RICHARDS SARPY CO COMM|07CAC01044|2010-01-11|2009-03-07|62|A|reissue check 1001
COMMITTEE TO ELECT TOM RICHARDS SARPY CO COMM|07CAC01044|2010-01-11|2009-03-06|62|A|Check 1001 was lost
YES ON 1 |07BQC00175|2008-06-24|2008-06-22|.11|O|never rescinded, it's a cash cont.
YES ON 1 |07BQC00175|2008-06-24|2008-06-23|80|O|this is a inkind cont. ck never cashed
CITIZENS FOR MARVIN|07CAC01043|2009-01-12|2008-11-17|270|O|Returned payment fm. vendor- cal. error
CITIZENS FOR MARVIN|07CAC01043|2008-10-06|2008-09-30|25|O|return Budde & Assoc. contribution
CITIZENS FOR MARVIN|07CAC01043|2008-10-06|2008-09-30|100|O|return avery for legislature contributio
CITIZENS TO ELECT SCOTT PRICE|08CAC01118|2008-04-14|2007-12-31|1000|A|contrib rec'd before formation of commit
CITIZENS TO ELECT SCOTT PRICE|08CAC01118|2008-04-14|2007-05-28|100|A| contrib rec'd before committee formatio
CITIZENS TO ELECT SCOTT PRICE|08CAC01118|2008-04-14|2007-09-29|-294.85|A|misc. expenditures
CITIZENS TO ELECT SCOTT PRICE|08CAC01118|2008-04-14|2007-05-23|400|A|deposit to open account
CITIZENS TO ELECT SCOTT PRICE|08CAC01118|2008-04-14|2007-10-16|200|A|contrib rec'd before formation of commit
KASCHKE FOR MAYOR|08CAC01086|2008-04-14|2008-03-11|233.75|A|2006 check never cashed, VOIDED
KASCHKE FOR MAYOR|08CAC01086|2008-02-05|2007-01-01|35000|O|loan balance from Legislative committee
KASCHKE FOR MAYOR|08CAC01086|2009-01-14|2008-12-31|100|A|city of north platte deposit returned
KASCHKE FOR MAYOR|08CAC01086|2009-01-14|2008-12-31|15|A|hoak media of ne - refund
KASCHKE FOR MAYOR|08CAC01086|2008-02-05|2007-03-07|2752.19|O|returned non individual contribution
KASCHKE FOR MAYOR|08CAC01086|2008-06-25|2008-06-16|60|A|Recd' refund ck from Hoak for overpymn
NORTH OMAHANS FOR DAVE NEWELL FOR LEGISLATURE(DISS|08CAC01100|2008-12-31|2008-12-28|15.12|A|Donated by treasurer to cover bank fees
LARRY BRADLEY FOR NRD (DISSOLVED)|08CAC01231|2011-01-27|2010-12-31|-2|O|Maintenance charge for account @ Bank
MAYORSUTTLE.COM (FKA JIM SUTTLE FOR OMAHA MAYOR)(D|08CAC01237|2013-02-04|2012-09-21|75000|O|Payment to Medavac and Suttle Reimburse
MAYORSUTTLE.COM (FKA JIM SUTTLE FOR OMAHA MAYOR)(D|08CAC01237|2013-02-04|2012-12-31|81.71|A|Interest from Checking Account
MAYORSUTTLE.COM (FKA JIM SUTTLE FOR OMAHA MAYOR)(D|08CAC01237|2013-06-25|2013-05-04|250|A|Refund of Deposit Facility Rent
MAYORSUTTLE.COM (FKA JIM SUTTLE FOR OMAHA MAYOR)(D|08CAC01237|2013-03-05|2013-01-31|10.31|A|interest from bank account
MAYORSUTTLE.COM (FKA JIM SUTTLE FOR OMAHA MAYOR)(D|08CAC01237|2012-02-01|2011-12-03|74.88|A|bank account interest earned
MAYORSUTTLE.COM (FKA JIM SUTTLE FOR OMAHA MAYOR)(D|08CAC01237|2009-06-23|2009-04-29|288.5|A|Rec'd deposit back from Mud
MAYORSUTTLE.COM (FKA JIM SUTTLE FOR OMAHA MAYOR)(D|08CAC01237|2009-01-29|2008-12-08|547.16|A|Rfd of overpayment/deposit-campaign even
MAYORSUTTLE.COM (FKA JIM SUTTLE FOR OMAHA MAYOR)(D|08CAC01237|2010-02-02|2009-12-31|.76|A|check writing error
MAYORSUTTLE.COM (FKA JIM SUTTLE FOR OMAHA MAYOR)(D|08CAC01237|2009-03-10|2009-02-18|50|A|return check benson neighborhood
MAYORSUTTLE.COM (FKA JIM SUTTLE FOR OMAHA MAYOR)(D|08CAC01237|2009-03-10|2009-01-07|250|A|return check city of omaha parks
MAYORSUTTLE.COM (FKA JIM SUTTLE FOR OMAHA MAYOR)(D|08CAC01237|2009-01-29|2008-12-31|1.1|A|Credit Allowance from First Nationa Bank
MAYORSUTTLE.COM (FKA JIM SUTTLE FOR OMAHA MAYOR)(D|08CAC01237|2009-01-29|2008-12-16|.5|A|Refund from Hilton Omaha counted-error
MAYORSUTTLE.COM (FKA JIM SUTTLE FOR OMAHA MAYOR)(D|08CAC01237|2009-01-29|2008-12-15|100|A|Return of check/void for support to DNC
CITIZENS FOR QUALITY PARKS AND TRAILS|06BQC00128|2010-02-01|2009-12-31|2.26|A|bank interest
CITIZENS FOR QUALITY PARKS AND TRAILS|06BQC00128|2010-02-01|2009-01-30|20|A|sos biennial report fee
FRIEND FOR CLERK OF THE DISTRICT COURT|06CAC00817|2010-04-29|2010-04-26|82.26|A|Reconciliation of campaign acct.
FRIEND FOR CLERK OF THE DISTRICT COURT|06CAC00817|2011-01-10|2010-11-24|50|A|50.00 REBATE ON COMPUTERS PREV. PERIODS
COMMITTEE TO ELECT MARGARET HORNADY MAYOR (DISSOLV|06CAC00819|2007-12-27|2007-03-07|67.93|O|Reimbursement of postage twas overpaid
WALLMAN FOR LEGISLATURE (DISSOLVED)|06CAC00832|2008-01-18|2007-02-02|332.88|A|Refund-security Deposit
WALLMAN FOR LEGISLATURE (DISSOLVED)|06CAC00832|2006-06-19|2006-05-31|126.84|O|Credit to Expenditures for Adv. refund
WALLMAN FOR LEGISLATURE (DISSOLVED)|06CAC00832|2007-01-05|2006-11-30|38|O|Exp credit -refund from NE Broadcasting
ED SCHROCK FOR NPPD BOARD - DISTRICT 6|06CAC00851|2008-01-15|2007-01-01|2159.76|O|Balance due Ed for mileage reimbursement
ED SCHROCK FOR NPPD BOARD - DISTRICT 6|06CAC00851|2007-01-10|2006-11-29|101.66|A|REFUND NE PRESS ADVERTISING
MARC KRAFT FOR LEGISLATURE (DISSOLVED)|06CAC00852|2007-12-26|2007-12-24|100|A| a $100.00 error on previous statement
RITNOUR FOR GAGE COUNTY ATTORNEY (DISSOLVED)|06CAC00854|2006-10-10|2006-09-12|300|O|CONTRIBUTIONS NOT OVER $250
RITNOUR FOR GAGE COUNTY ATTORNEY (DISSOLVED)|06CAC00854|2006-10-10|2006-09-30|59.72|O|HWY 77 CAFE RENTAL
RITNOUR FOR GAGE COUNTY ATTORNEY (DISSOLVED)|06CAC00854|2006-10-10|2006-09-30|125|O|WYMORE COMMUNITY CENTER RENTAL
RITNOUR FOR GAGE COUNTY ATTORNEY (DISSOLVED)|06CAC00854|2007-01-23|2006-11-13|175|A|damage deposit returned
RITNOUR FOR GAGE COUNTY ATTORNEY (DISSOLVED)|06CAC00854|2006-06-21|2006-05-24|122.46|O|PAYMENT TO VALENTINO'S- ROOM & REFRESHME
RITNOUR FOR GAGE COUNTY ATTORNEY (DISSOLVED)|06CAC00854|2006-10-10|2006-09-26|82.5|O|WYMORE ARBOR STATE AD
RITNOUR FOR GAGE COUNTY ATTORNEY (DISSOLVED)|06CAC00854|2006-10-10|2006-08-25|115|O|AVERTISING ON RACE CAR
RITNOUR FOR GAGE COUNTY ATTORNEY (DISSOLVED)|06CAC00854|2008-02-04|2007-05-01|332.56|A|transfer to southview baptist church
RITNOUR FOR GAGE COUNTY ATTORNEY (DISSOLVED)|06CAC00854|2006-10-10|2006-09-30|175|O|WYMORE CENTER DAMAGE DEPOSIT
RITNOUR FOR GAGE COUNTY ATTORNEY (DISSOLVED)|06CAC00854|2006-10-10|2006-08-18|150|O|CONTRIBUTION TO CHURCH
RITNOUR FOR GAGE COUNTY ATTORNEY (DISSOLVED)|06CAC00854|2006-05-02|2006-04-13|2000|O|CONTRIBUTION RETURNED NSF
NEBRASKANS FOR LOCAL COMMUNITY AND TRIBAL SELF-REL|06BQC00131|2008-01-23|2007-04-18|14434.88|O|written off by Fieldworks
NEBRASKANS FOR LOCAL COMMUNITY AND TRIBAL SELF-REL|06BQC00131|2007-01-29|2006-12-31|565.12|A|Reduction in amount owed to Fieldworks
NEBRASKANS FOR LOCAL COMMUNITY AND TRIBAL SELF-REL|06BQC00131|2007-01-29|2006-09-26|40|A|Sale of supplies
NEBRASKANS FOR LOCAL COMMUNITY AND TRIBAL SELF-REL|06BQC00131|2007-01-29|2006-09-06|300|A|Sale of phone
NEBRASKANS FOR LOCAL COMMUNITY AND TRIBAL SELF-REL|06BQC00131|2007-01-29|2006-08-28|1640.54|A|Refund of printing charges
NEBRASKANS FOR LOCAL COMMUNITY AND TRIBAL SELF-REL|06BQC00131|2007-01-29|2006-08-24|138.73|A|Voided check
CITIZENS FOR LEXINGTON SCHOOLS|06BQC00132|2007-01-31|2006-12-31|441.5|O|overstated previous expenditure
CITIZENS FOR LEXINGTON SCHOOLS|06BQC00132|2007-01-31|2006-07-20|200|O|refund from advertising
ROETHEMEYER FOR COUNTY COMMISSIONER (DISSOLVED)|06CAC00872|2008-01-31|2007-03-02|65|O|refund from advertising 
HAFER FOR LEGISLATURE (DISSOLVED)|06CAC00876|2006-06-20|2006-05-03|5|A|FUNDS TRANSFER FEE
HAFER FOR LEGISLATURE (DISSOLVED)|06CAC00876|2006-06-20|2006-04-25|1|A|MEMBERSHIP FEE FOR CREDIT  UNION
AMY LINDSAY FOR MUD BOARD (DISSOLVED)|06CAC00893|2011-01-21|2010-12-31|100|A|CONTRIBUTION NEVER CASHED IN
OWEN FOR COUNTY CLERK|06CAC00896|2008-01-15|2007-01-02|185.13|O|refund from ne broadcasting company
CHANG FOR LEARNING COMMUNITY COMMITTEE|08CAC01131|2013-01-22|2012-12-31|411.6|A|constant contract
JAYNE SNYDER FOR CITY COUNCIL|08CAC01321|2011-01-25|2010-12-31|-.03|A|calculation error adjustment
SENKBILE FOR LEGISLATURE COMMITTEE|06CAC00799|2006-10-10|2006-09-30|2.5|A|BANK SERVICE CHARGE
SENKBILE FOR LEGISLATURE COMMITTEE|06CAC00799|2006-10-10|2006-06-20|2.5|A|BANK SERVICE CHARGE
SENKBILE FOR LEGISLATURE COMMITTEE|06CAC00799|2008-01-23|2007-10-01|18.4|A|Bank Service Charges
SENKBILE FOR LEGISLATURE COMMITTEE|06CAC00799|2006-10-10|2006-08-25|2.5|A|BANK SERVICE CHARGE
SENKBILE FOR LEGISLATURE COMMITTEE|06CAC00799|2006-10-10|2006-07-21|2.5|A|BANK SERVICE CHARGE
MCCOLLISTER FOR PSC|07CAC01064|2009-01-13|2008-12-31|450|A|check dated 5-16-08 450.00 never cashed
C-CARE (DISSOLVED)|06BQC00141|2008-01-30|2007-12-03|1|O|updated voter list
C-CARE (DISSOLVED)|06BQC00141|2008-01-30|2007-10-24|26|O|reimbursement for overpayment
WINTERER FOR STATE BOARD OF EDUCATION|07CAC01065|2008-02-01|2007-12-31|3560.63|O|transfer from Committee to Elect Kerry W
SUSAN SCOTT FOR LEGISLATURE (DISSOLVED)|07CAC01067|2008-06-23|2008-04-29|12.95|A|expenditures for check order
SUSAN SCOTT FOR LEGISLATURE (DISSOLVED)|07CAC01067|2008-10-06|2008-09-19|674.59|A|Correction to doubled Expenditure
SUSAN SCOTT FOR LEGISLATURE (DISSOLVED)|07CAC01067|2008-10-06|2008-09-17|-100|A|Refund to contributor
SUSAN SCOTT FOR LEGISLATURE (DISSOLVED)|07CAC01067|2008-10-27|2008-10-08|-500|A|returned NE Council of Machinists contri
SANDRA KOSTOS JENSEN FOR SCHOOL BOARD |08CAC01146|2008-05-06|2008-02-19|10.25|A|bank checks for campaign
SANDRA KOSTOS JENSEN FOR SCHOOL BOARD |08CAC01146|2008-05-06|2008-03-05|100|A|filing fee
DAUB FOR MAYOR 2009 |08CAC01150|2009-06-23|2009-06-01|20.53|O|purchased office supplies from campaign
DAUB FOR MAYOR 2009 |08CAC01150|2009-06-23|2009-05-26|21|O|postage stamp reimbursement
DAUB FOR MAYOR 2009 |08CAC01150|2009-03-10|2009-01-14|91.28|O|online processing fee refund
DAUB FOR MAYOR 2009 |08CAC01150|2010-02-03|2010-01-30|391.88|O|Refund of overpayment on payroll taxes
DAUB FOR MAYOR 2009 |08CAC01150|2010-02-03|2010-01-30|513.55|O|Vender uncashed check
DAUB FOR MAYOR 2009 |08CAC01150|2010-02-03|2010-01-27|135.05|O|Refund for unused postage
DAUB FOR MAYOR 2009 |08CAC01150|2010-02-03|2010-01-15|500|O|Rental Security deposit refund
DAUB FOR MAYOR 2009 |08CAC01150|2010-02-02|2009-09-23|1858.65|O|Refund from vender for media buys
DAUB FOR MAYOR 2009 |08CAC01150|2010-02-02|2009-07-02|428.5|O|Refund of bank charges
DAUB FOR MAYOR 2009 |08CAC01150|2009-02-03|2008-12-01|952.5|O|Campaign Software Refund
DAUB FOR MAYOR 2009 |08CAC01150|2009-02-03|2008-11-11|82.05|O|Phone refund
BLUMENTHAL FOR CITY COUNCIL (DISSOLVED)|08CAC01186|2013-01-14|2013-11-12|652.36|A|transfer funds to original contribution
JACK HEIDEL FOR LEARNING COUNCIL (2008, DISSOLVED)|08CAC01187|2009-01-06|2008-12-30|8.9|A|checkbook out of balance adjustment
BARRY DEJONG FOR SCHOOL BOARD|08CAC01189|2011-01-28|2010-01-01|55.91|A|INTEREST ON 09 CD NOT ON 09 REPORT
COMMITTEE TO ELECT STEVE GUITTAR|06CAC00803|2006-06-19|2006-04-25|.26|A|DEPOSIT REFUNDED
CITIZENS FOR WESTSIDE COMMUNITY SCHOOLS (DISSOLVED|07BQC00180|2008-06-16|2008-06-10|.5|A|$.50 adjusted to cash bal. -deplete bal.
TRAVIS WAGNER FOR LEGISLATURE (DISSOLVED)|08CAC01082|2010-01-22|2009-12-31|60.13|A|Contribution to White for Congress
NEBRASKANS UNITED (DISSOLVED)|08BQC00186|2011-01-03|2010-12-31|345.35|A|Uncashed checks terminated by bank
NEBRASKANS UNITED (DISSOLVED)|08BQC00186|2008-10-06|2008-08-08|25000|O|Nat' Ed Assn paid cash on $25K pledge
COMMITTEE TO ELECT JOHN EWING |06CAC00797|2008-01-31|2007-01-05|5692.5|O|refund from clark creative group
JACOBSEN FOR EDUCATION (DISSOLVED)|06CAC00918|2007-01-17|2006-12-31|-10.36|O|Bank fee's included in expenditures
JACOBSEN FOR EDUCATION (DISSOLVED)|06CAC00918|2007-01-17|2006-12-31|-185.75|A|dissolution transfer to Christ Temple ch
STOP OVER SPENDING NEBRASKA (DISSOLVED)|06BQC00135|2008-02-11|2007-01-11|232|A|Refunded Bond deposit
STOP OVER SPENDING NEBRASKA (DISSOLVED)|06BQC00135|2008-02-11|2007-01-22|581.88|A|Refunded telephone & postal service depo
STOP OVER SPENDING NEBRASKA (DISSOLVED)|06BQC00135|2006-10-10|2006-08-23|17|A|BANK TRANSFER
STOP OVER SPENDING NEBRASKA (DISSOLVED)|06BQC00135|2006-07-03|2006-06-20|17|A|BANK TRANSFER FEE
STOP OVER SPENDING NEBRASKA (DISSOLVED)|06BQC00135|2006-07-03|2006-06-08|17|A|BANK TRANSFER FEE
STOP OVER SPENDING NEBRASKA (DISSOLVED)|06BQC00135|2006-08-08|2006-06-30|17|A|BANK TRANSFER
NEBRASKANS FOR HUMANE CARE COMMITTEE (DISSOLVED)|06BQC00136|2008-02-04|2008-01-31||O|broken printer & scanner given Tom Mann
NEBRASKANS FOR HUMANE CARE COMMITTEE (DISSOLVED)|06BQC00136|2008-02-04|2007-01-05||O|2 printers given to Nebraskans United 
NEBRASKANS FOR THE GOOD LIFE |06BQC00138|2006-08-08|2006-07-31|761.9|O|CONTRIBUTION FROM LEAGUE OF MUNICIPALITI
KURT GESCHWENDER FOR LEGISLATURE|07CAC01047|2009-01-13|2008-12-26|19088.03|O|committee billed for campaign materials 
FRIENDS FOR PAM TUSA|06CAC00890|2013-01-31|2012-12-31|1840.98|A|travel for naco in pittsburg pa.
FRIENDS FOR PAM TUSA|06CAC00890|2010-04-12|2010-03-09|50.75|A|naco convention - reimbursed
FRIENDS FOR PAM TUSA|06CAC00890|2010-01-20|2009-01-02|900|O|NACO Co;nvention-Reimbursed by Douglas C
SVOBODA FOR CITY COUNCIL|09CAC01367|2009-04-27|2009-04-20|1172.32|A|Reimbursement from Hornung for postage
NORFOLK TAXPAYERS FOR JOBS (DISSOLVED)|10BQC00261|2010-05-03|2010-04-20|864.03|A|refund from meridian central public affa
CARL LORENZEN FOR LEGISLATURE |10CAC01411|2011-01-31|2011-01-13|-73.18|A|Adjustment for Cash Receipts
CARL LORENZEN FOR LEGISLATURE |10CAC01411|2011-01-14|2010-12-31|-73.18|A|ADJUSTMENT FOR CASH RECEIPTS
MIKE MOSER FOR LEGISLATURE|10CAC01415|2010-04-12|2010-03-26|16|A|balance from prev. mayoral campaign
TERESA WHITEHEAD FOR LEGISLATURE (DISSOLVED)|10CAC01422|2010-06-21|2010-04-28|3.05|A|cash transaction fees
TERESA WHITEHEAD FOR LEGISLATURE (DISSOLVED)|10CAC01422|2010-04-12|2010-03-23|.17|A|paypal verify
O'HOLLERAN FOR STATE SCHOOL BOARD |10CAC01424|2010-11-08|2010-10-21|300|O|Tim & Dixie Miller food for party
PHARES FOR REGENT|10CAC01426|2012-02-03|2011-01-10|2|A|refund from advertising
PHARES FOR REGENT|10CAC01426|2010-04-13|2010-02-11|1202.34|A|Residual cash balance from 06 election
PHARES FOR REGENT|10CAC01426|2010-10-07|2010-09-28|206|A|Reimbursement to campaign for overpaymen
PHARES FOR REGENT|10CAC01426|2010-10-07|2010-08-31|.16|A|PayPal Verify Deposits
JIM WARREN FOR COUNTY BOARD|10CAC01428|2012-02-02|2011-11-21|220.28|O|transfer of remaining cash balance 
CITIZENS FOR NORFOLKS YOUTH|10BQC00276|2011-01-11|2010-10-21|993.31|A|refund from post office
LINCOLN LIAISON COMMITTEE (DISSOLVED 2011)|10BQC00277|2011-03-03|2011-01-20|35.45|O|Bank Acct. closed-bal. transferred
FORWARD OMAHA (OPPOSE RECALL) (DISSOLVED)|10BQC00287|2012-01-30|2011-12-31|8976.12|A|adjustment was a refund for overpayment 
FORWARD OMAHA (OPPOSE RECALL) (DISSOLVED)|10BQC00287|2012-01-30|2011-12-31|120.33|A|adjustment was a refund for overpayment
FORWARD OMAHA (OPPOSE RECALL) (DISSOLVED)|10BQC00287|2012-01-30|2011-12-31|-58.16|A|adjustment reflects banking fees
FORWARD OMAHA (OPPOSE RECALL) (DISSOLVED)|10BQC00287|2012-01-30|2011-12-31|5000|A|adjustment reflects a contribution prevo
DAVE BLOOMFIELD FOR LEGISLATURE |11CAC01555|2014-01-30|2013-12-31|3817.33|A|Per in-depth review of bank records
DAVE BLOOMFIELD FOR LEGISLATURE |11CAC01555|2014-01-30|2013-10-17|5332.19|O|transfer to open new committee bank acct
DAVE BLOOMFIELD FOR LEGISLATURE |11CAC01555|2012-04-16|2012-03-26|7251.87|O|transfer for balance to new account
DAVE BLOOMFIELD FOR LEGISLATURE |11CAC01555|2012-04-16|2012-01-21|1000|O|transfer to open new account
DAVE BLOOMFIELD FOR LEGISLATURE |11CAC01555|2012-04-16|2012-01-01|27.38|A|refund from Dave Bloomfield for ink
RALSTON ARENA COMPLEX ELECTION (DISSOLVED)|11BQC00294|2011-10-06|2011-08-31|102.33|A|broadcast teleservices check not present
HOVE FOR AIRPORT AUTHORITY|11CAC01581|2011-06-10|2011-02-11|1030.04|A|was insaving acct from previous election
COMMITTEE TO ELECT JOHN D. JENSON SHERIFF|10CAC01512|2013-02-04|2012-04-11|50|A|
NEIGHBORS FOR SARA HOWARD|11CAC01592|2012-06-26|2012-06-18|-.99|A|online fee from Act Blue
NEIGHBORS FOR SARA HOWARD|11CAC01592|2012-06-26|2012-05-06|-13.64|A|online fee from Act Blue
NEIGHBORS FOR SARA HOWARD|11CAC01592|2012-06-26|2012-05-13|-4.94|A|Online Fee from Act Blue
NEIGHBORS FOR SARA HOWARD|11CAC01592|2012-06-26|2012-06-17|-.79|A|online fee from Act Blue
NEIGHBORS FOR SARA HOWARD|11CAC01592|2012-05-08|2012-04-26|45|A|CASH FROM FUNDRAISER
NEIGHBORS FOR SARA HOWARD|11CAC01592|2012-05-08|2012-04-29|-33.59|A|FEE FOR ONLINE CONTRIBUTION-ACTBLUE
NEIGHBORS FOR SARA HOWARD|11CAC01592|2012-05-08|2012-04-22|-6.92|A|FEE FOR ONLINE CONTRIBUTION-ACTBLUE
FRIENDS OF RON HARTNETT COMMITTEE|11CAC01600|2012-07-13|2012-05-14|-20|A|stop payment fee
PILLEN FOR REGENT|12CAC01629|2014-01-09|2013-01-08|265.2|A|MEDIA BUY REFUND FROM VICTORY ENTERPRISES, INC.
JIM BEGLEY FOR MUD BOARD|12CAC01635|2012-10-31|2012-10-22|1217|A|miscellaneous expenses of campaign
JIM BEGLEY FOR MUD BOARD|12CAC01635|2015-03-02|2014-07-08|33.5|O|Paper statement fee & Acct service chges
WISE4EDUCATION|12CAC01686|2013-01-16|2012-10-23|100|A|100.00 not reported on previous report
ANNA WISHART FOR AIRPORT AUTHORITY |11CAC01578|2013-01-31|2012-01-20|400|A|Funds Transferred Back to the committee
ANNA WISHART FOR AIRPORT AUTHORITY |11CAC01578|2013-01-31|2011-10-18||A|reimbursement of airport council confere
ANNA WISHART FOR AIRPORT AUTHORITY |11CAC01578|2011-06-13|2011-04-21|187|A|misc cash from fundraiser
ANNA WISHART FOR AIRPORT AUTHORITY |11CAC01578|2011-04-25|2011-04-06|289|A|misc cash from fundraiser
ANNA WISHART FOR AIRPORT AUTHORITY |11CAC01578|2011-04-25|2011-03-29|240|A|misc cash from fundraiser
HOSS DANNEHL|10CAC01493|2011-01-10|2011-01-06|-1401.02|A|Return contribution to candidate
KIDS COMMITTEE - GRETNA - DISSOLVED|10BQC00288|2010-10-26|2010-10-01|386.26|O|carry over from previous years under 5k
THOMAS MULLIGAN FOR OMAHA CITY COUNCIL (DISSOLVED)|11CAC01580|2014-06-10|2014-05-01|50|A|Sold Campaign Printer
VAN PHILLIPS FOR STATE SENATE (DISSOLVED)|12CAC01671|2013-01-28|2012-12-31|408|O|REFUND FROM POWELL BROADCASTING FOR OVERPAYMENT ON RADIO ADVERTISING
VAN PHILLIPS FOR STATE SENATE (DISSOLVED)|12CAC01671|2013-01-28|2012-10-31|441.65|A|REFUND FROM CAMPAIGN RESOURCES FOR OVERPAYMENT FOR FLYERS AND BROCHURES
CITIZENS FOR HASTINGS|10BQC00271|2011-01-05|2010-12-22|56.68|O|Dispersment-funds to Hastings Library 
JUSTIN COOK FOR SAUNDERS COUNTY ATTORNEY|10CAC01488|2011-01-12|2010-12-31|-16.68|O|BANK CHARGES & BALANCE UNDER
JUSTIN COOK FOR SAUNDERS COUNTY ATTORNEY|10CAC01488|2010-10-26|2010-10-19|50|O|BANKING ERROR FOR DEPOSIT
CITIZENS FOR STABLE ECONOMIC GROWTH (DISSOLVED)|10BQC00286|2011-01-03|2010-12-31|-64.12|A|returned to southport west partners llc
ROMA AMUNDSON FOR COUNTY COMMISSIONER|12CAC01620|2013-01-15|2012-12-31|-20|A|net adjustment for data errors on 2 chec
ROMA AMUNDSON FOR COUNTY COMMISSIONER|12CAC01620|2013-01-15|2012-12-31|-11.8|A|error per reconciliation
JUDY DOMINA FOR LEGISLATURE|12CAC01669|2012-06-26|2012-05-01|.04|A|set up online processing
KATIE FOR LPS|11CAC01572|2015-06-12|2015-06-09|208|A|duplicate payment check 1016 5/14 voided
JERRY JOHNSON FOR LEGISLATURE|12CAC01605|2014-01-21|2013-01-01|594.25|A|THE ACTUAL CASH BALANCE AS OF 12-31-2012 WAS 1,779.74 HOWEVER THE CAMPAIGN STATEMENT SHOWED 1,185.49, THUS AN ADJUSTMENT OF 594.25.  THE 2012 CAMPAIGN YEAR WILL BE RECONCILED AT A LATER DATE TO FIND THE ERROR.
JERRY JOHNSON FOR LEGISLATURE|12CAC01605|2013-01-14|2012-12-31|1292.34|A|THE CAMPAIGN REPORT OF OCT 2, 2012 TO OCT 22, 2012 INCORRECTLY LISTED CAMPAIGN CONTRIBUTIONS AS IN KIND 
NE CANNABIS INITIATIVE (DISSOLVED)|11BQC00297|2011-12-28|2011-09-01|0|O|NA  
FRIENDS FOR SUE CRAWFORD|12CAC01609|2015-01-30|2014-12-31|615.25|A|repayment of expenditure to visions
KINTNER FOR LEGISLATURE|12CAC01658|2014-10-27|2014-10-02|20|A|refund from hyvee for overpayment of bil
BUFFINGTON FOR MAYOR 2011 (DISSOLVED)|11CAC01566|2011-06-10|2011-06-07|17.68|A|check printed
RAVENSCROFT FOR LEGISLATURE|12CAC01625|2012-10-04|2012-10-02|50|A|BANK RECONCILIATION
RAVENSCROFT FOR LEGISLATURE|12CAC01625|2013-01-04|2013-01-04|-1000|A|OVER STATEMENT OF PREVIOUS LINE 2C OF FINANCIAL SUMMARY
DAVID CORBIN FOR OPPD|12CAC01632|2012-04-16|2012-03-01|35|B|CASH CONTRIBUTIONS AT A FUND RAISER.
HARTFIELD FOR LEGISLATURE (2010)|10CAC01432|2010-06-21|2010-05-05|42.95|O|Office Depot - Envelopes
HARTFIELD FOR LEGISLATURE (2010)|10CAC01432|2010-06-21|2010-05-03|75|O|contribution refund - C. Ligon
HARTFIELD FOR LEGISLATURE (2010)|10CAC01432|2010-06-21|2010-04-29|88|O|stamps
HARTFIELD FOR LEGISLATURE (2010)|10CAC01432|2010-05-05|2010-04-26|41.73|A|wire for yard signs
HARTFIELD FOR LEGISLATURE (2010)|10CAC01432|2010-05-05|2010-04-16|39.6|A|postage for thank you cards
HARTFIELD FOR LEGISLATURE (2010)|10CAC01432|2010-05-05|2010-04-15|41.7|A|misc. campaign supplies
HARTFIELD FOR LEGISLATURE (2010)|10CAC01432|2010-04-12|2010-04-10|100|O|Filing Fee for Office
HARTFIELD FOR LEGISLATURE (2010)|10CAC01432|2010-04-12|2010-03-29|176|O|postage for invitations
HARTFIELD FOR LEGISLATURE (2010)|10CAC01432|2010-04-12|2010-03-26|135.5|O|printing of invitation
PAUL R. KIMMONS COMMITTEE|10CAC01434|2010-06-22|2010-06-01|1442.28|A|
FRIENDS OF BOB GIESE (DISSOLVED)|10CAC01435|2010-05-05|2010-04-12|7780.53|A|Beg Balance from Giese for Legislature
MARTHA SLOSBURG CAMPAIGN FOR DISTRICT 66 (DISSOLVE|10CAC01433|2011-01-05|2011-07-11|79.71|A|donate to american red cross-heartland 
JOSH EICKMEIER FOR MAYOR|09CAC01378|2012-01-31|2011-12-31|-100|A|reconcile to bank account
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|2014-01-07|2013-12-28|172.04|O|printing for campaign
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|2014-01-07|2013-12-27|112.36|O|banner for campaign
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|2014-01-07|2013-10-21|161|O|campaign information cards
